botid, date, time, press, ph, 
#, mmddyy, hhmmss, dbar,  , 
2290200722, 012911, 070207,    2.4,  8.067,
2290200719, 012911, 065817,   24.8,  8.066,
2290200717, 012911, 065538,   44.9,  8.065,
2290200715, 012911, 065243,   74.6,  8.058,
2290200712, 012911, 064847,  101.4,  8.012,
2290200707, 012911, 064228,  150.3,  7.955,
2300200722, 030111, 070431,    7.8,  8.073,
2300200719, 030111, 070031,   26.1,  8.072,
2300200717, 030111, 065737,   45.0,  8.067,
2300200715, 030111, 065357,   75.4,  8.062,
2300200712, 030111, 064936,  100.5,  8.060,
2300200707, 030111, 064107,  150.8,  7.974,
2310200622, 041211, 091442,    6.8,  8.069,
2310200619, 041211, 091152,   25.4,  8.069,
2310200617, 041211, 090912,   44.8,  8.069,
2310200615, 041211, 090537,   75.5,  8.066,
2310200612, 041211, 090057,  101.1,  8.067,
2310200607, 041211, 085332,  150.9,  8.025,
2320200722, 051011, 073142,    5.6,  8.070,
2320200719, 051011, 072917,   26.3,  8.070,
2320200717, 051011, 072717,   44.6,  8.105,
2320200715, 051011, 072507,   75.3,  8.050,
2320200707, 051011, 071657,  150.2,  8.024,
2330200923, 072011, 105026,    6.1,  8.079,
2330200919, 072011, 104721,   24.7,  8.080,
2330200917, 072011, 104441,   44.5,  8.081,
2330200915, 072011, 104116,   74.8,  8.073,
2330200912, 072011, 103716,   99.8,  8.064,
2330200907, 072011, 103036,  149.3,  8.025,
2330200904, 072011, 102546,  199.5,  7.944,
2340200423, 083111, 011915,    5.7,  8.094,
2340200419, 083111, 011525,   24.6,  8.088,
2340200417, 083111, 011311,   44.6,  8.067,
2340200415, 083111, 011010,   74.9,  8.053,
2340200412, 083111, 010625,   99.8,  8.026,
2340200407, 083111, 010025,  149.4,  7.962,
2350200222, 092711, 010815,    5.8,  8.087,
2350200219, 092711, 010414,   25.8,  8.097,
2350200217, 092711, 010109,   45.6,  8.092,
2350200215, 092711, 005709,   76.1,  8.077,
2350200212, 092711, 005240,  100.7,  8.052,
2350200207, 092711, 004417,  150.4,  7.991,
2360200722, 110511, 095852,    5.7,  8.082,
2360200719, 110511, 095617,   24.5,  8.085,
2360200717, 110511, 095352,   45.5,  8.083,
2360200715, 110511, 095112,   74.9,  8.066,
2360200712, 110511, 094837,   99.8,  8.044,
2360200707, 110511, 094407,  149.8,  7.974,
2370200422, 112911, 084830,    6.0,  8.077,
2370200419, 112911, 084633,   24.9,  8.079,
2370200417, 112911, 084459,   45.5,  8.075,
2370200415, 112911, 084303,   74.8,  8.079,
2370200412, 112911, 084020,   99.8,  8.078,
2370200407, 112911, 083552,  150.2,  8.009,
2370200404, 112911, 083255,  200.0,  7.945,
2380200622, 122011, 061318,    5.0,  8.071,
2380200619, 122011, 060907,   24.6,  8.071,
2380200617, 122011, 060638,   43.8,  8.063,
2380200615, 122011, 060347,   73.9,  8.069,
2380200612, 122011, 060003,   99.5,  8.066,
2380200607, 122011, 055307,  149.5,  7.985,
2380200604, 122011, 054803,  199.6,  7.928,
2390200722, 011912, 065446,    5.5,  8.062,
2390200719, 011912, 065255,   25.1,  8.063,
2390200717, 011912, 065121,   44.6,  8.060,
2390200715, 011912, 064926,   76.1,  8.062,
2390200712, 011912, 064706,  101.5,  8.062,
2390200707, 011912, 064306,  151.0,  8.007,
2390200704, 011912, 063955,  199.4,  7.948,
2400200422, 032512, 183439,    6.4,  8.059,
2400200419, 032512, 183110,   25.5,  8.059,
2400200417, 032512, 182855,   45.2,  8.061,
2400200415, 032512, 182540,   76.3,  8.056,
2400200412, 032512, 182242,  102.7,  8.054,
2400200407, 032512, 181731,  150.4,  8.024,
2410201223, 050312, 215925,    5.9,  8.055,
2410201219, 050312, 215638,   23.9,  8.058,
2410201217, 050312, 215435,   43.9,  8.055,
2410201215, 050312, 215216,   73.1,  8.057,
2410201212, 050312, 214842,   98.3,  8.056,
2410201207, 050312, 214343,  150.8,  8.045,
2410201204, 050312, 213924,  199.5,  7.977,
2420201322, 060112, 041458,    4.9,  8.063,
2420201319, 060112, 041239,   24.4,  8.066,
2420201317, 060112, 041034,   45.5,  8.065,
2420201315, 060112, 040824,   74.9,  8.060,
2420201312, 060112, 040524,   99.7,  8.055,
2420201307, 060112, 040001,  148.5,  8.029,
2430200822, 062712, 162419,    5.7,  8.059,
2430200819, 062712, 162214,   25.6,  8.059,
2430200817, 062712, 162019,   45.2,  8.050,
2430200815, 062712, 161819,   74.8,  8.064,
2430200812, 062712, 161549,   99.8,  8.047,
2430200807, 062712, 161129,  150.3,  8.001,
2430200804, 062712, 160819,  199.7,  7.944,
2440200722, 080112, 065902,   10.5,  8.065,
2440200719, 080112, 065632,   25.8,  8.060,
2440200717, 080112, 065357,   45.4,  8.066,
2440200715, 080112, 065132,   75.1,  8.056,
2440200712, 080112, 064817,  100.4,  8.031,
2440200707, 080112, 064216,  150.2,  7.997,
2440200704, 080112, 063804,  200.0,  7.979,
2450200622, 081812, 065730,    4.9,  8.064,
2450200619, 081812, 065500,   25.4,  8.062,
2450200617, 081812, 065310,   45.3,  8.069,
2450200615, 081812, 065109,   75.0,  8.065,
2450200612, 081812, 064926,  100.0,  8.057,
2450200607, 081812, 064424,  150.1,  8.018,
2460200622, 091512, 070559,    5.7,  8.066,
2460200619, 091512, 070340,   25.5,  8.060,
2460200617, 091512, 070210,   44.7,  8.065,
2460200615, 091512, 070020,   75.4,  8.063,
2460200612, 091512, 065809,  100.2,  8.026,
2460200607, 091512, 065355,  150.7,  8.004,
2470200622, 100812, 074841,    4.5,  8.066,
2470200619, 100812, 074631,   25.5,  8.063,
2470200617, 100812, 074441,   45.5,  8.067,
2470200615, 100812, 074231,   75.3,  8.068,
2470200612, 100812, 073951,  100.2,  8.049,
2470200607, 100812, 073511,  149.9,  8.020,
2480200622, 120412, 083046,    7.0,  8.068,
2480200619, 120412, 082722,   26.5,  8.067,
2480200617, 120412, 082502,   46.9,  8.067,
2480200615, 120412, 082232,   75.9,  8.068,
2480200612, 120412, 081921,  101.1,  8.039,
2480200607, 120412, 081323,  150.7,  8.006,
2490200622, 021313, 071338,    7.3,  8.055,
2490200619, 021313, 070849,   25.5,  8.057,
2490200617, 021313, 070627,   45.7,  8.055,
2490200615, 021313, 070327,   75.9,  8.055,
2490200612, 021313, 070007,  100.3,  8.056,
2490200607, 021313, 065447,  150.2,  8.036,
2500200722, 030713, 071737,    8.7,  8.050,
2500200719, 030713, 071427,   23.8,  8.051,
2500200717, 030713, 071237,   45.2,  8.046,
2500200715, 030713, 071037,   75.2,  8.054,
2500200712, 030713, 070757,   99.9,  8.052,
2500200707, 030713, 070308,  149.7,  8.018,
2500200704, 030713, 065938,  199.6,  7.952,
2510200622, 040613, 071006,    5.3,  8.048,
2510200619, 040613, 070716,   25.3,  8.049,
2510200617, 040613, 070436,   45.5,  8.049,
2510200615, 040613, 070126,   75.5,  8.048,
2510200612, 040613, 065735,  100.1,  8.037,
2510200607, 040613, 065137,  150.7,  8.041,
2520200722, 051813, 071938,    8.8,  8.059,
2520200719, 051813, 071629,   25.7,  8.060,
2520200717, 051813, 071428,   44.4,  8.059,
2520200715, 051813, 071219,   74.6,  8.044,
2520200712, 051813, 070948,  100.1,  8.033,
2520200707, 051813, 070458,  150.1,  8.028,
2530200722, 062613, 071750,    7.2,  8.063,
2530200719, 062613, 071449,   24.9,  8.062,
2530200717, 062613, 071239,   45.2,  8.059,
2530200715, 062613, 070959,   75.5,  8.038,
2530200712, 062613, 070709,  100.0,  8.027,
2530200707, 062613, 070149,  150.8,  7.979,
2530200704, 062613, 065800,  199.9,  7.932,
2540200622, 091213, 070930,    7.4,  8.082,
2540200619, 091213, 070540,   26.9,  8.080,
2540200617, 091213, 070344,   46.3,  8.079,
2540200615, 091213, 070125,   75.1,  8.066,
2540200612, 091213, 065825,  100.6,  8.036,
2540200607, 091213, 065310,  150.3,  8.002,
2550200320, 100113, 222207,  149.0,  7.997,
2550200622, 100213, 070152,    7.5,  8.081,
2550200619, 100213, 065853,   26.2,  8.080,
2550200617, 100213, 065712,   45.4,  8.090,
2550200615, 100213, 065502,   76.7,  8.061,
2550200612, 100213, 065223,  101.5,  8.034,
2550200607, 100213, 064753,  150.5,  7.989,
2560200622, 102813, 070946,    6.5,  8.081,
2560200619, 102813, 070656,   25.4,  8.079,
2560200617, 102813, 070445,   45.0,  8.077,
2560200615, 102813, 070236,   75.0,  8.055,
2560200612, 102813, 065945,  100.2,  8.030,
2560200607, 102813, 065446,  150.2,  8.002,
2560200604, 102813, 065116,  199.9,  7.981,
2570200623, 112713, 072318,    6.0,  8.081,
2570200619, 112713, 071928,   24.2,  8.079,
2570200617, 112713, 071648,   45.0,  8.084,
2570200615, 112713, 071338,   74.8,  8.080,
2570200612, 112713, 070908,  100.1,  8.039,
2570200607, 112713, 070238,  149.9,  8.000,
2580200623, 122113, 071840,    6.7,  8.089,
2580200619, 122113, 071441,   25.2,  8.080,
2580200617, 122113, 071245,   45.6,  8.070,
2580200615, 122113, 071017,   75.2,  8.075,
2580200612, 122113, 070725,  100.6,  8.018,
2580200607, 122113, 070205,  149.3,  7.984,
2590200623, 011614, 073433,    6.5,  8.068,
2590200617, 011614, 072854,   45.8,  8.070,
2590200615, 011614, 072543,   75.3,  8.068,
2590200612, 011614, 072213,  100.9,  8.033,
2590200607, 011614, 071613,  150.2,  7.990,
2600200623, 021514, 091648,    6.2,  8.061,
2600200619, 021514, 091248,   25.0,  8.060,
2600200617, 021514, 090948,   45.1,  8.062,
2600200615, 021514, 090638,   75.8,  8.059,
2600200612, 021514, 090306,  100.4,  8.039,
2600200607, 021514, 085619,  150.7,  7.971,
2600200604, 021514, 085120,  199.8,  7.902,
2610200623, 030614, 071457,    7.5,  8.066,
2610200619, 030614, 071202,   26.1,  8.068,
2610200617, 030614, 070957,   45.6,  8.065,
2610200615, 030614, 070743,   75.5,  8.066,
2610200612, 030614, 070453,  100.6,  8.038,
2610200607, 030614, 065952,  150.6,  7.991,
2610200604, 030614, 065623,  199.8,  7.935,
2620200623, 041114, 070940,    4.9,  8.064,
2620200619, 041114, 070649,   25.3,  8.060,
2620200617, 041114, 070459,   44.7,  8.065,
2620200615, 041114, 070234,   75.1,  8.059,
2620200612, 041114, 065929,   99.8,  8.053,
2620200607, 041114, 065414,  150.1,  8.047,
2630200523, 060114, 070217,    4.8,  8.070,
2630200519, 060114, 065951,   25.6,  8.064,
2630200517, 060114, 065756,   44.6,  8.060,
2630200515, 060114, 065536,   75.0,  8.061,
2630200512, 060114, 065246,   99.3,  8.049,
2630200507, 060114, 064656,  149.9,  8.000,
2640200623, 070114, 071958,    5.3,  8.074,
2640200619, 070114, 071708,   24.8,  8.073,
2640200617, 070114, 071443,   45.3,  8.062,
2640200615, 070114, 071208,   75.5,  8.053,
2640200612, 070114, 070903,   99.6,  8.045,
2640200604, 070114, 065933,  199.8,  7.910,
2650200623, 091514, 071751,    5.3,  8.083,
2650200619, 091514, 071512,   24.7,  8.081,
2650200617, 091514, 071307,   44.5,  8.085,
2650200615, 091514, 071045,   75.5,  8.070,
2650200612, 091514, 070746,  100.4,  8.046,
2650200607, 091514, 070232,  150.0,  7.980,
2660200319, 101314, 220920,  193.1,  7.934,
2660200623, 101414, 071924,    5.6,  8.089,
2660200619, 101414, 071714,   24.4,  8.090,
2660200617, 101414, 071514,   44.6,  8.091,
2660200615, 101414, 071254,   75.2,  8.065,
2660200612, 101414, 071004,  100.1,  8.050,
2660200607, 101414, 070449,  151.6,  8.000,
2670200623, 112214, 071138,    5.0,  8.092,
2670200619, 112214, 070908,   25.4,  8.093,
2670200617, 112214, 070658,   43.8,  8.091,
2670200615, 112214, 070418,   75.2,  8.081,
2670200612, 112214, 070118,  100.0,  8.032,
2670200607, 112214, 065551,  150.6,  7.965,
2680200623, 121714, 103137,    7.8,  8.073,
2680200619, 121714, 102739,   26.3,  8.074,
2680200617, 121714, 102448,   45.3,  8.074,
2680200615, 121714, 102143,   75.5,  8.074,
2680200612, 121714, 101743,  100.3,  8.074,
2680200607, 121714, 101033,  150.7,  7.995,
2680200604, 121714, 100434,  199.8,  7.952,
2690200623, 022515, 073446,    4.8,  8.061,
2690200619, 022515, 073201,   25.0,  8.056,
2690200617, 022515, 072916,   45.0,  8.050,
2690200615, 022515, 072641,   74.8,  8.053,
2690200612, 022515, 072306,  100.6,  8.047,
2690200607, 022515, 071641,  150.2,  8.038,
2690200604, 022515, 071211,  199.7,  7.975,
2700200623, 033015, 125737,    4.5,  8.061,
2700200619, 033015, 125441,   24.6,  8.062,
2700200617, 033015, 125221,   45.0,  8.062,
2700200615, 033015, 124936,   74.8,  8.063,
2700200612, 033015, 124601,   98.9,  8.062,
2700200607, 033015, 123956,  152.1,  8.035,
2700200604, 033015, 123536,  198.2,  7.991,
2710200622, 042215, 082405,    6.0,  8.067,
2710200619, 042215, 082214,   24.0,  8.066,
2710200617, 042215, 082035,   44.7,  8.063,
2710200615, 042215, 081840,   75.2,  8.044,
2710200612, 042215, 081634,   98.9,  8.027,
2710200607, 042215, 081235,  149.0,  7.995,
2720200722, 052415, 070942,    4.4,  8.069,
2720200719, 052415, 070751,   24.7,  8.069,
2720200715, 052415, 070426,   75.1,  8.066,
2720200707, 052415, 065751,  149.8,  8.046,
2720200704, 052415, 065506,  199.7,  8.006,
2730200722, 062015, 072322,    6.4,  8.074,
2730200719, 062015, 072028,   24.1,  8.075,
2730200717, 062015, 071823,   44.0,  8.077,
2730200712, 062015, 071249,  100.9,  8.068,
2730200707, 062015, 070648,  149.9,  8.032,
2730200704, 062015, 070229,  199.4,  8.004,
2740200722, 072015, 070452,    6.1,  8.075,
2740200719, 072015, 070212,   25.7,  8.076,
2740200717, 072015, 070022,   44.6,  8.059,
2740200715, 072015, 065822,   75.7,  8.047,
2740200712, 072015, 065536,   99.3,  8.023,
2740200707, 072015, 065127,  150.3,  7.977,
2740200704, 072015, 064822,  199.9,  7.935,
2750200622, 081315, 070720,    4.6,  8.079,
2750200619, 081315, 070441,   25.5,  8.079,
2750200617, 081315, 070226,   46.2,  8.060,
2750200615, 081315, 070006,   75.3,  8.030,
2750200612, 081315, 065656,  100.2,  8.014,
2750200607, 081315, 065121,  149.4,  7.913,
2750200604, 081315, 064746,  199.7,  7.861,
2770200622, 101415, 065216,    5.7,  8.077,
2770200619, 101415, 064954,   25.1,  8.076,
2770200617, 101415, 064801,   45.0,  8.075,
2770200615, 101415, 064556,   75.1,  8.037,
2770200612, 101415, 064311,  100.0,  8.018,
2770200607, 101415, 063811,  149.6,  7.952,
2780200522, 111415, 072027,    4.8,  8.084,
2780200519, 111415, 071710,   24.8,  8.087,
2780200517, 111415, 071436,   44.2,  8.094,
2780200515, 111415, 071153,   74.9,  8.073,
2780200512, 111415, 070810,  100.7,  8.029,
2780200507, 111415, 070207,  150.0,  7.963,
2790200622, 120915, 070430,    4.9,  8.085,
2790200619, 120915, 070141,   24.9,  8.086,
2790200617, 120915, 065936,   44.8,  8.088,
2790200615, 120915, 065708,   74.6,  8.082,
2790200612, 120915, 065408,  100.5,  8.051,
2790200607, 120915, 064841,  149.8,  7.978,
