botid, date, time, press, chl, 
#, mmddyy, hhmmss, dbar, ug/l, 
1600200913, 061604, 124709,   74.4,   0.15,
1600200912, 061604, 124659,   74.3,   0.14,
1600200911, 061604, 124651,   74.3,   0.14,
1600200910, 061604, 124459,   99.5,   0.20,
1600200909, 061604, 124449,   99.5,   0.21,
1600200908, 061604, 124439,   99.6,   0.20,
1600200907, 061604, 124310,  124.4,   0.16,
1600200906, 061604, 124300,  124.4,   0.16,
1600200905, 061604, 124250,  124.3,   0.15,
1600200904, 061604, 124139,  149.2,   0.08,
1600200903, 061604, 124020,  174.8,   0.04,
1600201521, 061704, 065458,    4.5,   0.07,
1600201519, 061704, 065323,   24.1,   0.09,
1600201517, 061704, 065143,   43.5,   0.10,
1600201516, 061704, 065038,   58.8,   0.11,
1600201514, 061704, 064913,   72.8,   0.13,
1600201513, 061704, 064753,   83.9,   0.15,
1600201511, 061704, 064623,   98.8,   0.18,
1600201510, 061704, 064514,  114.2,   0.25,
1600201508, 061704, 064413,  123.9,   0.23,
1600201507, 061704, 064314,  133.7,   0.13,
1600201505, 061704, 064133,  149.0,   0.06,
1600201503, 061704, 063944,  174.6,   0.03,
1610200321, 071404, 002502,    4.9,   0.07,
1610200319, 071404, 002333,   25.1,   0.08,
1610200316, 071404, 002147,   43.4,   0.08,
1610200315, 071404, 002038,   60.0,   0.10,
1610200312, 071404, 001814,   84.5,   0.15,
1610200310, 071404, 001653,   99.6,   0.22,
1610200309, 071404, 001548,  114.4,   0.26,
1610200307, 071404, 001442,  124.9,   0.26,
1610200306, 071404, 001347,  135.5,   0.28,
1610200304, 071404, 001232,  149.7,   0.16,
1610200302, 071404, 001102,  174.8,   0.05,
1620201021, 081704, 064943,    5.0,   0.09,
1620201019, 081704, 064818,   25.1,   0.10,
1620201017, 081704, 064653,   45.9,   0.11,
1620201016, 081704, 064643,   45.9,   0.11,
1620201014, 081704, 064453,   74.7,   0.15,
1620201013, 081704, 064443,   74.7,   0.15,
1620201011, 081704, 064259,  100.6,   0.24,
1620201010, 081704, 064249,  100.4,   0.21,
1620201008, 081704, 063909,  123.5,   0.25,
1620201007, 081704, 063810,  134.4,   0.19,
1620201005, 081704, 063654,  149.7,   0.12,
1620201003, 081704, 063539,  175.5,   0.07,
1620201222, 081704, 124713,    5.2,   0.08,
1620201221, 081704, 124702,    5.2,   0.07,
1620201220, 081704, 124652,    5.1,   0.08,
1620201219, 081704, 124553,   24.6,   0.08,
1620201218, 081704, 124542,   24.6,   0.08,
1620201217, 081704, 124532,   24.6,   0.08,
1620201216, 081704, 124422,   45.7,   0.11,
1620201215, 081704, 124412,   45.6,   0.11,
1620201214, 081704, 124402,   45.6,   0.11,
1620201213, 081704, 124242,   74.6,   0.14,
1620201212, 081704, 124232,   74.6,   0.13,
1620201210, 081704, 124058,   99.2,   0.32,
1620201209, 081704, 124047,   99.1,   0.29,
1620201208, 081704, 124038,   99.0,   0.31,
1620201207, 081704, 123907,  124.3,   0.15,
1620201206, 081704, 123857,  124.4,   0.15,
1620201205, 081704, 123847,  124.3,   0.14,
1620201204, 081704, 123732,  149.3,   0.08,
1620201203, 081704, 123618,  175.0,   0.03,
1630200922, 092904, 125218,    4.8,   0.05,
1630200921, 092904, 125207,    4.8,   0.07,
1630200920, 092904, 125157,    4.8,   0.05,
1630200919, 092904, 125022,   24.9,   0.06,
1630200918, 092904, 125013,   24.8,   0.05,
1630200917, 092904, 125003,   24.8,   0.07,
1630200916, 092904, 124833,   44.4,   0.07,
1630200915, 092904, 124823,   44.3,   0.07,
1630200914, 092904, 124813,   44.2,   0.07,
1630200913, 092904, 124558,   73.8,   0.13,
1630200912, 092904, 124548,   73.9,   0.13,
1630200911, 092904, 124538,   73.9,   0.14,
1630200910, 092904, 124407,   99.7,   0.24,
1630200909, 092904, 124358,   99.6,   0.27,
1630200908, 092904, 124347,   99.8,   0.25,
1630200907, 092904, 124233,  125.5,   0.21,
1630200906, 092904, 124223,  125.6,   0.20,
1630200905, 092904, 124213,  125.7,   0.22,
1630200904, 092904, 124108,  149.3,   0.11,
1630200903, 092904, 124002,  175.5,   0.03,
1630201521, 093004, 065401,    4.6,   0.06,
1630201519, 093004, 065219,   24.5,   0.06,
1630201518, 093004, 065001,   44.4,   0.06,
1630201514, 093004, 064731,   74.1,   0.14,
1630201513, 093004, 064627,   85.6,   0.19,
1630201511, 093004, 064511,  100.3,   0.24,
1630201510, 093004, 064406,  114.5,   0.25,
1630201508, 093004, 064241,  124.4,   0.21,
1630201507, 093004, 064141,  135.6,   0.14,
1630201505, 093004, 063941,  150.5,   0.07,
1630201503, 093004, 063811,  175.2,   0.03,
1640200822, 103104, 130048,    5.1,   0.14,
1640200821, 103104, 130038,    5.0,   0.14,
1640200820, 103104, 130028,    4.9,   0.15,
1640200819, 103104, 125838,   25.2,   0.13,
1640200818, 103104, 125828,   25.4,   0.13,
1640200817, 103104, 125819,   25.3,   0.15,
1640200816, 103104, 125628,   46.5,   0.15,
1640200815, 103104, 125618,   46.5,   0.14,
1640200814, 103104, 125609,   46.3,   0.15,
1640200812, 103104, 125348,   74.7,   0.17,
1640200811, 103104, 125338,   74.7,   0.20,
1640200810, 103104, 125129,   99.3,   0.25,
1640200809, 103104, 125119,   99.5,   0.23,
1640200808, 103104, 125109,   99.3,   0.24,
1640200807, 103104, 124834,  125.6,   0.14,
1640200806, 103104, 124825,  125.6,   0.15,
1640200805, 103104, 124814,  125.3,   0.14,
1640200804, 103104, 124625,  150.0,   0.09,
1640200803, 103104, 124440,  176.4,   0.03,
1640201421, 110104, 065554,    4.8,   0.11,
1640201419, 110104, 065433,   25.9,   0.12,
1640201417, 110104, 065239,   44.3,   0.15,
1640201416, 110104, 065130,   59.5,   0.19,
1640201414, 110104, 065009,   74.5,   0.20,
1640201413, 110104, 064904,   85.9,   0.23,
1640201411, 110104, 064714,  100.8,   0.24,
1640201410, 110104, 064534,  113.7,   0.18,
1640201408, 110104, 064344,  123.9,   0.14,
1640201407, 110104, 064229,  134.5,   0.13,
1640201405, 110104, 064034,  150.5,   0.07,
1640201403, 110104, 063814,  176.4,   0.03,
1650200722, 112804, 065435,    5.0,   0.07,
1650200720, 112804, 065300,   24.7,   0.06,
1650200718, 112804, 065130,   45.0,   0.09,
1650200717, 112804, 065020,   59.4,   0.12,
1650200715, 112804, 064850,   75.0,   0.25,
1650200714, 112804, 064749,   84.8,   0.33,
1650200711, 112804, 064535,   99.3,   0.29,
1650200710, 112804, 064420,  115.0,   0.16,
1650200708, 112804, 064255,  124.8,   0.14,
1650200707, 112804, 064150,  135.2,   0.11,
1650200705, 112804, 064025,  150.0,   0.08,
1650200703, 112804, 063835,  174.3,   0.02,
1650200924, 112804, 125730,    4.8,   0.07,
1650200923, 112804, 125719,    4.8,   0.07,
1650200922, 112804, 125708,    4.7,   0.07,
1650200920, 112804, 125529,   25.0,   0.07,
1650200919, 112804, 125519,   25.0,   0.07,
1650200918, 112804, 125510,   25.0,   0.07,
1650200917, 112804, 125353,   44.9,   0.08,
1650200916, 112804, 125344,   45.2,   0.07,
1650200915, 112804, 125334,   45.2,   0.07,
1650200914, 112804, 125153,   76.1,   0.20,
1650200913, 112804, 125144,   76.1,   0.21,
1650200912, 112804, 125133,   76.0,   0.21,
1650200910, 112804, 124958,   99.2,   0.29,
1650200909, 112804, 124951,   99.3,   0.27,
1650200908, 112804, 124937,   99.3,   0.28,
1650200907, 112804, 124759,  124.5,   0.15,
1650200906, 112804, 124750,  124.6,   0.15,
1650200905, 112804, 124740,  124.6,   0.17,
1650200904, 112804, 124606,  150.0,   0.08,
1650200903, 112804, 124434,  175.7,   0.01,
1660200821, 122104, 070806,    4.9,   0.15,
1660200819, 122104, 070606,   25.0,   0.13,
1660200817, 122104, 070358,   45.1,   0.14,
1660200816, 122104, 070212,   59.7,   0.14,
1660200814, 122104, 070021,   74.7,   0.15,
1660200813, 122104, 065853,   85.3,   0.31,
1660200811, 122104, 065659,  100.5,   0.21,
1660200810, 122104, 065514,  116.5,   0.11,
1660200808, 122104, 065337,  124.3,   0.07,
1660200807, 122104, 065154,  134.5,   0.04,
1660200805, 122104, 064952,  149.2,   0.02,
1660200803, 122104, 064735,  176.7,   0.01,
1660201022, 122104, 125530,    5.0,   0.12,
1660201021, 122104, 125522,    5.1,   0.14,
1660201020, 122104, 125510,    5.0,   0.13,
1660201019, 122104, 125351,   24.5,   0.13,
1660201018, 122104, 125343,   24.3,   0.13,
1660201017, 122104, 125331,   24.4,   0.13,
1660201016, 122104, 125140,   45.0,   0.13,
1660201015, 122104, 125130,   44.9,   0.13,
1660201014, 122104, 125120,   44.9,   0.14,
1660201013, 122104, 124951,   76.1,   0.15,
1660201012, 122104, 124942,   76.1,   0.15,
1660201011, 122104, 124930,   76.1,   0.14,
1660201010, 122104, 124814,  100.7,   0.24,
1660201009, 122104, 124800,  100.6,   0.25,
1660201008, 122104, 124745,  100.4,   0.25,
1660201007, 122104, 124600,  124.2,   0.05,
1660201006, 122104, 124549,  124.8,   0.06,
1660201005, 122104, 124538,  124.7,   0.06,
1660201004, 122104, 124415,  150.1,   0.01,
1660201003, 122104, 124242,  176.9,   0.01,
1670200721, 020205, 070122,    4.0,   0.12,
1670200719, 020205, 065936,   24.7,   0.11,
1670200717, 020205, 065754,   45.4,   0.12,
1670200716, 020205, 065640,   60.5,   0.12,
1670200714, 020205, 065502,   75.6,   0.20,
1670200713, 020205, 065351,   84.9,   0.28,
1670200711, 020205, 065209,  100.0,   0.22,
1670200710, 020205, 065035,  116.3,   0.10,
1670200708, 020205, 064907,  125.7,   0.11,
1670200707, 020205, 064727,  135.8,   0.10,
1670200705, 020205, 064548,  151.1,   0.03,
1670200703, 020205, 064357,  175.5,   0.01,
1670200922, 020205, 130438,    4.9,   0.12,
1670200921, 020205, 130428,    5.0,   0.14,
1670200920, 020205, 130418,    5.0,   0.13,
1670200919, 020205, 130249,   24.9,   0.14,
1670200918, 020205, 130238,   25.1,   0.13,
1670200917, 020205, 130228,   25.1,   0.12,
1670200916, 020205, 130108,   45.1,   0.14,
1670200914, 020205, 130049,   44.9,   0.14,
1670200913, 020205, 125908,   74.4,   0.18,
1670200912, 020205, 125858,   73.9,   0.18,
1670200911, 020205, 125848,   74.5,   0.16,
1670200910, 020205, 125728,  100.3,   0.09,
1670200909, 020205, 125718,  100.6,   0.10,
1670200908, 020205, 125708,  100.3,   0.10,
1670200907, 020205, 125548,  125.0,   0.06,
1670200906, 020205, 125538,  125.0,   0.06,
1670200905, 020205, 125528,  125.0,   0.06,
1670200904, 020205, 125348,  151.0,   0.01,
1670200903, 020205, 125218,  174.7,   0.01,
1680200721, 030505, 071340,    5.3,   0.06,
1680200719, 030505, 071157,   25.2,   0.08,
1680200717, 030505, 070953,   44.7,   0.07,
1680200716, 030505, 070803,   59.7,   0.11,
1680200714, 030505, 070601,   74.5,   0.22,
1680200713, 030505, 070450,   84.9,   0.32,
1680200711, 030505, 070234,   99.8,   0.23,
1680200710, 030505, 070051,  115.1,   0.13,
1680200708, 030505, 065909,  124.5,   0.08,
1680200707, 030505, 065636,  135.2,   0.08,
1680200705, 030505, 065451,  149.7,   0.03,
1680200703, 030505, 065255,  174.4,   0.02,
1680200921, 030505, 125618,    5.5,   0.08,
1680200920, 030505, 125609,    5.5,   0.07,
1680200919, 030505, 125436,   25.0,   0.08,
1680200918, 030505, 125425,   24.9,   0.07,
1680200917, 030505, 125417,   25.1,   0.09,
1680200916, 030505, 125228,   45.0,   0.10,
1680200915, 030505, 125218,   44.4,   0.10,
1680200914, 030505, 125209,   44.4,   0.10,
1680200913, 030505, 125033,   75.0,   0.16,
1680200912, 030505, 125023,   74.9,   0.14,
1680200911, 030505, 125014,   75.0,   0.15,
1680200910, 030505, 124846,   99.4,   0.21,
1680200909, 030505, 124839,   99.5,   0.20,
1680200908, 030505, 124831,   99.6,   0.20,
1680200907, 030505, 124639,  125.7,   0.10,
1680200906, 030505, 124629,  125.4,   0.12,
1680200905, 030505, 124619,  125.3,   0.11,
1680200904, 030505, 124450,  150.0,   0.04,
1680200903, 030505, 124314,  173.9,   0.01,
1690201221, 051905, 072953,    7.6,   0.06,
1690201219, 051905, 072546,   24.8,   0.07,
1690201217, 051905, 072338,   44.4,   0.08,
1690201216, 051905, 072148,   59.9,   0.11,
1690201214, 051905, 072002,   75.2,   0.14,
1690201213, 051905, 071841,   84.2,   0.16,
1690201211, 051905, 071638,  100.9,   0.20,
1690201210, 051905, 071444,  113.8,   0.28,
1690201208, 051905, 071306,  125.5,   0.31,
1690201207, 051905, 071122,  134.6,   0.28,
1690201205, 051905, 070936,  150.0,   0.17,
1690201203, 051905, 070726,  174.8,   0.09,
1690201422, 051905, 130047,   13.7,   0.07,
1690201421, 051905, 130037,   13.7,   0.06,
1690201420, 051905, 130027,   13.4,   0.07,
1690201419, 051905, 125832,   25.7,   0.06,
1690201418, 051905, 125822,   25.9,   0.07,
1690201417, 051905, 125813,   25.9,   0.06,
1690201416, 051905, 125612,   43.2,   0.08,
1690201415, 051905, 125602,   43.2,   0.08,
1690201414, 051905, 125552,   43.2,   0.08,
1690201413, 051905, 125348,   76.4,   0.12,
1690201412, 051905, 125338,   76.2,   0.12,
1690201411, 051905, 125328,   75.9,   0.14,
1690201410, 051905, 125124,  100.3,   0.24,
1690201409, 051905, 125117,   99.9,   0.23,
1690201408, 051905, 125054,   99.8,   0.24,
1690201407, 051905, 124810,  124.1,   0.24,
1690201406, 051905, 124803,  124.5,   0.24,
1690201405, 051905, 124751,  124.4,   0.22,
1690201404, 051905, 124547,  149.7,   0.11,
1690201403, 051905, 124326,  175.0,   0.09,
1700200721, 061505, 070950,    6.8,   0.06,
1700200720, 061505, 070603,   25.3,   0.08,
1700200717, 061505, 070323,   45.6,   0.09,
1700200716, 061505, 070145,   60.4,   0.10,
1700200714, 061505, 065951,   74.6,   0.13,
1700200713, 061505, 065832,   84.7,   0.15,
1700200711, 061505, 065619,  100.3,   0.20,
1700200710, 061505, 065502,  114.6,   0.39,
1700200708, 061505, 065327,  124.7,   0.41,
1700200707, 061505, 065209,  135.2,   0.27,
1700200705, 061505, 065010,  150.2,   0.11,
1700200703, 061505, 064812,  175.3,   0.03,
1700200922, 061505, 135726,   13.3,   0.08,
1700200921, 061505, 135718,   13.5,   0.07,
1700200920, 061505, 135709,   13.5,   0.07,
1700200919, 061505, 135519,   25.2,   0.07,
1700200918, 061505, 135509,   25.0,   0.07,
1700200917, 061505, 135459,   24.9,   0.07,
1700200916, 061505, 135324,   43.8,   0.10,
1700200915, 061505, 135314,   43.7,   0.10,
1700200914, 061505, 135305,   43.7,   0.10,
1700200913, 061505, 135129,   74.9,   0.15,
1700200912, 061505, 135119,   75.2,   0.15,
1700200911, 061505, 135109,   75.2,   0.15,
1700200910, 061505, 134950,   99.7,   0.37,
1700200909, 061505, 134940,   99.5,   0.36,
1700200908, 061505, 134930,   99.5,   0.39,
1700200907, 061505, 134750,  125.1,   0.20,
1700200906, 061505, 134740,  125.0,   0.18,
1700200905, 061505, 134730,  125.1,   0.19,
1700200904, 061505, 134435,  149.8,   0.03,
1700200903, 061505, 134250,  175.5,   0.02,
1710200821, 071705, 071206,    5.0,   0.06,
1710200819, 071705, 070951,   25.3,   0.06,
1710200817, 071705, 070815,   44.8,   0.07,
1710200816, 071705, 070701,   59.6,   0.11,
1710200814, 071705, 070521,   75.1,   0.15,
1710200813, 071705, 070400,   85.4,   0.18,
1710200811, 071705, 070221,   99.6,   0.21,
1710200810, 071705, 070020,  115.2,   0.24,
1710200808, 071705, 065836,  124.8,   0.23,
1710200807, 071705, 065710,  134.4,   0.22,
1710200805, 071705, 065536,  150.1,   0.13,
1710200803, 071705, 065320,  175.1,   0.05,
1710201022, 071705, 132457,    4.9,   0.06,
1710201021, 071705, 132445,    4.9,   0.06,
1710201020, 071705, 132434,    4.9,   0.06,
1710201019, 071705, 132255,   25.5,   0.06,
1710201018, 071705, 132245,   25.5,   0.06,
1710201017, 071705, 132234,   25.4,   0.06,
1710201016, 071705, 132050,   45.6,   0.06,
1710201015, 071705, 132040,   45.3,   0.07,
1710201014, 071705, 132030,   45.3,   0.06,
1710201013, 071705, 131820,   75.4,   0.13,
1710201012, 071705, 131751,   75.1,   0.12,
1710201011, 071705, 131734,   75.0,   0.13,
1710201010, 071705, 131529,  100.6,   0.18,
1710201009, 071705, 131519,  100.6,   0.18,
1710201008, 071705, 131510,  100.6,   0.18,
1710201007, 071705, 131325,  125.0,   0.22,
1710201006, 071705, 131302,  125.0,   0.21,
1710201005, 071705, 131251,  125.0,   0.20,
1710201004, 071705, 131103,  150.1,   0.12,
1710201003, 071705, 130854,  174.8,   0.03,
1720200721, 081405, 065607,    5.0,   0.06,
1720200719, 081405, 065429,   25.3,   0.06,
1720200717, 081405, 065231,   44.4,   0.07,
1720200716, 081405, 065058,   61.1,   0.11,
1720200714, 081405, 064932,   74.8,   0.15,
1720200713, 081405, 064819,   84.8,   0.24,
1720200711, 081405, 064657,   99.7,   0.27,
1720200710, 081405, 064536,  115.3,   0.33,
1720200708, 081405, 064422,  124.8,   0.29,
1720200707, 081405, 064306,  134.9,   0.21,
1720200705, 081405, 064141,  151.5,   0.16,
1720200703, 081405, 063933,  178.9,   0.08,
1720200922, 081405, 125335,    4.8,   0.05,
1720200921, 081405, 125328,    4.8,   0.06,
1720200920, 081405, 125321,    4.8,   0.07,
1720200919, 081405, 125145,   24.9,   0.07,
1720200918, 081405, 125138,   24.9,   0.07,
1720200917, 081405, 125131,   24.9,   0.06,
1720200916, 081405, 125012,   45.5,   0.06,
1720200915, 081405, 125001,   45.5,   0.07,
1720200914, 081405, 124952,   45.5,   0.07,
1720200913, 081405, 124821,   75.3,   0.15,
1720200912, 081405, 124811,   75.3,   0.15,
1720200911, 081405, 124801,   75.3,   0.17,
1720200910, 081405, 124638,  100.1,   0.30,
1720200909, 081405, 124627,  100.1,   0.30,
1720200908, 081405, 124616,  100.1,   0.27,
1720200907, 081405, 124447,  125.3,   0.20,
1720200906, 081405, 124436,  125.2,   0.19,
1720200905, 081405, 124427,  125.1,   0.23,
1720200904, 081405, 124257,  150.1,   0.12,
1720200903, 081405, 124132,  175.8,   0.08,
1730200722, 091005, 070916,    7.2,   0.11,
1730200720, 091005, 070630,   24.6,   0.12,
1730200719, 091005, 070432,   34.1,   0.18,
1730200717, 091005, 070307,   44.0,   0.25,
1730200716, 091005, 070115,   59.2,   0.27,
1730200714, 091005, 065926,   74.6,   0.32,
1730200713, 091005, 065727,   84.7,   0.30,
1730200711, 091005, 065513,   99.9,   0.26,
1730200710, 091005, 065300,  114.8,   0.12,
1730200708, 091005, 065113,  123.0,   0.13,
1730200707, 091005, 064947,  134.9,   0.10,
1730200705, 091005, 064751,  150.2,   0.07,
1730200703, 091005, 064537,  174.3,   0.06,
1730200923, 091005, 132354,    5.5,   0.16,
1730200922, 091005, 132347,    5.6,   0.15,
1730200921, 091005, 132340,    5.7,   0.13,
1730200920, 091005, 132227,   23.9,   0.16,
1730200919, 091005, 132220,   24.0,   0.14,
1730200918, 091005, 132214,   23.9,   0.17,
1730200916, 091005, 131949,   44.8,   0.21,
1730200915, 091005, 131942,   44.8,   0.21,
1730200914, 091005, 131934,   44.8,   0.20,
1730200913, 091005, 131814,   76.3,   0.27,
1730200912, 091005, 131807,   76.4,   0.28,
1730200911, 091005, 131800,   76.1,   0.28,
1730200910, 091005, 131632,   98.1,   0.21,
1730200909, 091005, 131625,   98.3,   0.18,
1730200908, 091005, 131619,   98.1,   0.19,
1730200907, 091005, 131517,  123.3,   0.11,
1730200906, 091005, 131511,  123.3,   0.12,
1730200905, 091005, 131504,  123.5,   0.14,
1730200904, 091005, 131403,  149.4,   0.08,
1730200903, 091005, 131259,  174.3,   0.04,
1740200724, 100805, 081552,    8.3,   0.10,
1740200723, 100805, 081236,   26.3,   0.11,
1740200719, 100805, 080948,   44.2,   0.10,
1740200718, 100805, 080749,   60.7,   0.09,
1740200717, 100805, 080621,   74.8,   0.10,
1740200716, 100805, 080457,   85.9,   0.11,
1740200715, 100805, 080339,  100.8,   0.27,
1740200714, 100805, 080207,  115.5,   0.24,
1740200713, 100805, 080052,  125.6,   0.22,
1740200712, 100805, 075928,  135.5,   0.20,
1740200711, 100805, 075744,  151.6,   0.08,
1740200710, 100805, 075608,  175.9,   0.02,
1740201422, 100905, 130546,    7.6,   0.09,
1740201421, 100905, 130539,    7.6,   0.10,
1740201420, 100905, 130533,    8.0,   0.09,
1740201419, 100905, 130246,   25.5,   0.10,
1740201418, 100905, 130239,   25.9,   0.09,
1740201417, 100905, 130233,   25.2,   0.11,
1740201416, 100905, 130106,   45.6,   0.10,
1740201415, 100905, 130059,   45.6,   0.11,
1740201414, 100905, 130053,   45.8,   0.09,
1740201413, 100905, 125916,   75.7,   0.22,
1740201412, 100905, 125910,   75.4,   0.23,
1740201411, 100905, 125903,   75.3,   0.27,
1740201410, 100905, 125751,  100.5,   0.30,
1740201409, 100905, 125744,  100.5,   0.27,
1740201408, 100905, 125738,  100.2,   0.26,
1740201407, 100905, 125616,  125.5,   0.16,
1740201406, 100905, 125609,  125.6,   0.13,
1740201405, 100905, 125603,  125.4,   0.14,
1740201404, 100905, 125443,  151.3,   0.04,
1740201403, 100905, 125302,  174.1,   0.01,
1750200822, 111205, 081410,    4.5,   0.09,
1750200820, 111205, 081124,   23.9,   0.10,
1750200818, 111205, 080908,   42.9,   0.10,
1750200817, 111205, 080746,   58.6,   0.12,
1750200815, 111205, 080610,   72.9,   0.15,
1750200814, 111205, 080449,   83.1,   0.23,
1750200811, 111205, 080300,   96.5,   0.24,
1750200810, 111205, 080136,  113.8,   0.20,
1750200808, 111205, 080007,  123.1,   0.18,
1750200807, 111205, 075830,  132.8,   0.09,
1750200805, 111205, 075640,  147.8,   0.05,
1750200803, 111205, 075445,  173.3,   0.03,
1750201023, 111205, 134047,    9.1,   0.11,
1750201022, 111205, 134040,    9.0,   0.11,
1750201021, 111205, 134034,    9.2,   0.11,
1750201019, 111205, 133741,   24.3,   0.11,
1750201018, 111205, 133734,   24.5,   0.10,
1750201017, 111205, 133557,   43.5,   0.09,
1750201016, 111205, 133551,   43.5,   0.10,
1750201015, 111205, 133544,   43.5,   0.10,
1750201013, 111205, 133305,   73.6,   0.13,
1750201012, 111205, 133259,   73.6,   0.14,
1750201010, 111205, 133032,   99.0,   0.26,
1750201008, 111205, 133019,   99.0,   0.28,
1750201007, 111205, 132817,  124.0,   0.15,
1750201006, 111205, 132811,  123.8,   0.16,
1750201005, 111205, 132804,  123.8,   0.16,
1750201004, 111205, 132619,  148.8,   0.09,
1750201003, 111205, 132418,  174.7,   0.04,
1760200721, 121305, 070005,    5.2,   0.09,
1760200719, 121305, 065826,   25.3,   0.09,
1760200717, 121305, 065616,   44.6,   0.11,
1760200716, 121305, 065424,   60.0,   0.15,
1760200714, 121305, 065249,   75.1,   0.19,
1760200713, 121305, 065135,   84.8,   0.23,
1760200711, 121305, 065005,   99.9,   0.28,
1760200710, 121305, 064840,  115.6,   0.19,
1760200708, 121305, 064718,  125.1,   0.16,
1760200707, 121305, 064601,  136.4,   0.08,
1760200705, 121305, 064430,  151.0,   0.02,
1760200922, 121305, 125619,    5.0,   0.09,
1760200921, 121305, 125609,    5.0,   0.09,
1760200920, 121305, 125600,    5.0,   0.09,
1760200919, 121305, 125353,   25.1,   0.09,
1760200918, 121305, 125344,   25.2,   0.09,
1760200917, 121305, 125334,   25.2,   0.09,
1760200916, 121305, 125203,   44.4,   0.11,
1760200915, 121305, 125155,   44.5,   0.10,
1760200914, 121305, 125146,   44.5,   0.12,
1760200913, 121305, 125004,   76.0,   0.19,
1760200912, 121305, 124954,   75.7,   0.15,
1760200911, 121305, 124942,   75.8,   0.15,
1760200910, 121305, 124753,  100.9,   0.26,
1760200909, 121305, 124744,  100.8,   0.25,
1760200908, 121305, 124734,  100.8,   0.27,
1760200907, 121305, 124611,  124.8,   0.21,
1760200906, 121305, 124604,  124.9,   0.22,
1760200905, 121305, 124556,  125.1,   0.21,
1760200904, 121305, 124420,  149.2,   0.09,
1760200903, 121305, 124244,  178.7,   0.03,
1770200322, 012506, 132502,    7.9,   0.11,
1770200321, 012506, 132455,    7.6,   0.11,
1770200320, 012506, 132448,    7.7,   0.12,
1770200319, 012506, 132210,   25.1,   0.12,
1770200318, 012506, 132204,   25.3,   0.12,
1770200317, 012506, 132157,   24.7,   0.11,
1770200316, 012506, 132013,   46.9,   0.11,
1770200315, 012506, 132007,   46.9,   0.11,
1770200314, 012506, 131959,   46.9,   0.11,
1770200313, 012506, 131812,   74.1,   0.12,
1770200312, 012506, 131805,   74.6,   0.12,
1770200311, 012506, 131758,   74.8,   0.12,
1770200310, 012506, 131612,  100.0,   0.13,
1770200309, 012506, 131605,  100.0,   0.13,
1770200308, 012506, 131559,  100.4,   0.13,
1770200307, 012506, 131421,  125.5,   0.28,
1770200306, 012506, 131414,  125.4,   0.29,
1770200305, 012506, 131408,  125.2,   0.27,
1770200304, 012506, 131220,  149.8,   0.22,
1770200303, 012506, 131018,  175.7,   0.05,
1770201021, 012606, 101657,    8.3,   0.15,
1770201019, 012606, 101342,   25.6,   0.15,
1770201017, 012606, 101202,   45.0,   0.15,
1770201016, 012606, 101052,   59.9,   0.16,
1770201014, 012606, 100926,   76.0,   0.16,
1770201013, 012606, 100821,   85.6,   0.16,
1770201011, 012606, 100653,   99.7,   0.18,
1770201010, 012606, 100536,  114.4,   0.18,
1770201007, 012606, 100307,  135.4,   0.14,
1770201005, 012606, 100134,  151.5,   0.11,
1770201003, 012606, 095941,  175.9,   0.04,
1780200723, 021506, 065547,    7.5,   0.13,
1780200721, 021506, 065321,   24.1,   0.15,
1780200719, 021506, 065137,   46.9,   0.13,
1780200718, 021506, 065029,   59.5,   0.13,
1780200716, 021506, 064851,   75.3,   0.12,
1780200715, 021506, 064711,   84.4,   0.12,
1780200713, 021506, 064512,  100.5,   0.16,
1780200712, 021506, 064352,  112.9,   0.21,
1780200710, 021506, 064226,  124.3,   0.13,
1780200709, 021506, 064112,  137.0,   0.12,
1780200707, 021506, 063941,  149.9,   0.07,
1780200705, 021506, 063758,  175.0,   0.02,
1780200922, 021506, 131147,   10.3,   0.14,
1780200921, 021506, 131141,    9.8,   0.14,
1780200920, 021506, 131134,   10.3,   0.15,
1780200919, 021506, 130918,   24.4,   0.14,
1780200918, 021506, 130911,   24.4,   0.14,
1780200917, 021506, 130904,   24.6,   0.14,
1780200916, 021506, 130753,   45.1,   0.15,
1780200915, 021506, 130746,   45.3,   0.15,
1780200914, 021506, 130739,   45.3,   0.15,
1780200913, 021506, 130617,   73.8,   0.29,
1780200912, 021506, 130611,   73.9,   0.29,
1780200911, 021506, 130604,   73.9,   0.30,
1780200910, 021506, 130455,  100.2,   0.15,
1780200909, 021506, 130447,  100.4,   0.15,
1780200907, 021506, 130312,  125.1,   0.07,
1780200906, 021506, 130306,  125.3,   0.06,
1780200905, 021506, 130259,  125.1,   0.06,
1780200904, 021506, 130144,  149.8,   0.03,
1780200903, 021506, 130019,  177.0,   0.01,
1790201021, 031006, 073725,   10.6,   0.09,
1790201019, 031006, 073525,   25.6,   0.09,
1790201017, 031006, 073315,   46.8,   0.13,
1790201016, 031006, 073045,   61.7,   0.14,
1790201014, 031006, 072900,   75.9,   0.15,
1790201013, 031006, 072741,   86.0,   0.15,
1790201011, 031006, 072601,  102.4,   0.21,
1790201010, 031006, 072435,  115.8,   0.25,
1790201008, 031006, 072315,  124.7,   0.27,
1790201007, 031006, 072135,  136.7,   0.22,
1790201005, 031006, 071945,  151.9,   0.11,
1790201003, 031006, 071731,  172.2,   0.04,
1790201222, 031006, 131159,    5.5,   0.10,
