botid, date, time, press, pp, 
#, mmddyy, hhmmss, dbar, nmol/kg, 
1840201514, 081006, 040720,   24.7,    9.8,
1840201513, 081006, 040530,   44.5,   15.4,
1840201511, 081006, 040100,   75.0,   20.8,
1840201510, 081006, 035921,   99.7,   10.1,
1840201509, 081006, 035711,  124.7,    8.5,
1840201508, 081006, 035459,  149.6,    5.7,
1840201507, 081006, 035334,  175.1,    4.7,
1840201506, 081006, 035159,  200.6,    3.2,
1850201415, 091706, 035348,    5.3,    9.8,
1850201414, 091706, 035218,   24.9,    8.5,
1850201413, 091706, 035025,   44.8,   10.4,
1850201412, 091706, 034849,   75.0,    9.1,
1850201411, 091706, 034703,  100.3,    6.9,
1850201410, 091706, 034505,  125.3,    4.4,
1850201409, 091706, 034349,  150.4,    2.8,
1850201408, 091706, 034236,  175.5,    2.5,
1850201407, 091706, 034116,  200.7,    2.5,
1860202318, 102206, 041131,    6.2,    9.5,
1860202317, 102206, 040906,   24.6,   10.4,
1860202315, 102206, 040726,   45.4,   12.6,
1860202314, 102206, 040606,   73.9,   10.4,
1860202313, 102206, 040421,  100.3,    5.7,
1860202311, 102206, 040051,  123.5,    5.4,
1860202310, 102206, 035906,  148.6,    3.8,
1860202309, 102206, 035737,  177.5,    2.8,
1860202308, 102206, 035521,  203.0,    2.8,
1870201414, 111006, 041026,    6.5,   11.7,
1870201413, 111006, 040848,   24.8,    8.2,
1870201412, 111006, 040656,   46.0,    5.0,
1870201411, 111006, 040501,   74.6,    7.6,
1870201410, 111006, 040246,   99.5,    5.0,
1870201409, 111006, 040107,  124.4,    3.8,
1870201408, 111006, 035904,  151.1,    2.8,
1870201407, 111006, 035729,  176.0,    2.2,
1870201406, 111006, 035552,  200.7,    1.6,
1880201414, 121106, 041416,    8.3,    7.6,
1880201413, 121106, 041143,   23.3,    7.3,
1880201412, 121106, 041018,   45.6,    5.0,
1880201411, 121106, 040840,   73.5,    4.7,
1880201410, 121106, 040611,  101.3,    3.8,
1880201409, 121106, 040431,  126.2,    5.0,
1880201408, 121106, 040244,  149.9,    2.5,
1880201407, 121106, 040057,  174.7,    2.5,
1880201406, 121106, 035906,  199.4,    2.5,
1890201515, 020807, 040339,    4.9,    5.0,
1890201514, 020807, 040059,   25.8,    7.3,
1890201513, 020807, 035933,   44.4,    6.9,
1890201511, 020807, 035429,   75.5,    6.0,
1890201510, 020807, 035223,  100.0,    8.8,
1890201509, 020807, 035037,  124.5,    5.0,
1890201508, 020807, 034843,  150.6,    2.8,
1890201507, 020807, 034702,  174.3,    2.5,
1890201506, 020807, 034522,  199.9,    1.6,
1900201516, 032207, 035845,    4.9,    5.7,
1900201513, 032207, 035617,   24.7,    8.2,
1900201512, 032207, 035425,   44.8,    9.8,
1900201511, 032207, 035203,   74.7,    2.5,
1900201510, 032207, 035004,  100.4,   13.6,
1900201509, 032207, 034810,  126.8,    7.3,
1900201508, 032207, 034611,  154.8,    4.1,
1900201507, 032207, 034403,  177.8,    4.4,
1900201506, 032207, 034226,  199.0,    4.7,
1910201514, 050607, 040841,    8.4,    3.5,
1910201513, 050607, 040526,   25.7,   10.4,
1910201512, 050607, 040357,   44.0,   10.1,
1910201511, 050607, 040151,   74.2,   16.4,
1910201510, 050607, 040001,  100.8,    6.9,
1910201509, 050607, 035822,  125.1,    8.8,
1910201508, 050607, 035611,  149.2,    6.3,
1910201507, 050607, 035357,  174.8,    5.4,
1910201506, 050607, 035150,  200.7,    3.2,
1930201214, 070907, 040154,    7.0,   14.2,
1930201213, 070907, 035814,   25.4,    9.5,
1930201212, 070907, 035635,   45.5,   17.3,
1930201211, 070907, 035434,   74.9,    9.8,
1930201210, 070907, 035234,  100.0,   12.3,
1930201209, 070907, 035045,  125.0,    6.6,
1930201208, 070907, 034904,  150.0,    3.2,
1930201207, 070907, 034704,  175.4,    3.2,
1930201206, 070907, 034514,  199.8,    2.5,
1940201319, 080507, 040459,    7.5,   12.9,
1940201318, 080507, 040059,   25.0,   12.3,
1940201317, 080507, 035910,   45.0,   11.7,
1940201316, 080507, 035704,   75.2,   13.2,
1940201315, 080507, 035520,   99.8,    8.5,
1940201314, 080507, 035345,  124.4,   10.7,
1940201313, 080507, 035150,  151.5,    7.3,
1940201312, 080507, 035012,  175.8,    4.4,
1940201311, 080507, 034815,  199.5,    3.5,
1950201417, 090407, 040731,    6.3,    6.9,
1950201416, 090407, 040445,   26.0,    7.9,
1950201415, 090407, 040315,   46.1,   16.4,
1950201414, 090407, 040146,   76.4,   10.7,
1950201413, 090407, 040015,  100.0,    6.3,
1950201412, 090407, 035855,  125.2,    8.2,
1950201411, 090407, 035735,  150.8,    4.1,
1950201410, 090407, 035615,  174.7,    4.7,
1950201406, 090407, 035400,  200.9,    3.2,
1960200623, 100307, 040159,    6.4,    9.1,
1960200621, 100307, 035959,   25.0,   10.1,
1960200619, 100307, 035756,   45.1,   15.1,
1960200617, 100307, 035529,   75.2,    7.6,
1960200615, 100307, 035325,  100.5,   11.0,
1960200612, 100307, 035104,  126.6,    5.7,
1960200610, 100307, 034859,  150.4,    7.3,
1960200608, 100307, 034636,  174.6,    2.8,
1960200606, 100307, 034429,  200.2,    0.6,
1970200621, 120207, 061101,    5.8,    8.2,
1970200614, 120207, 060322,   25.3,   12.0,
1970200612, 120207, 055951,   45.5,   10.4,
1970200611, 120207, 055801,   75.6,    5.4,
1970200610, 120207, 055623,  100.6,    7.9,
1970200609, 120207, 055437,  123.7,    2.8,
1970200608, 120207, 055236,  148.8,    3.8,
1970200607, 120207, 055006,  175.5,    1.6,
1970200606, 120207, 054821,  199.8,    2.5,
1980200722, 122107, 035301,    6.3,    7.9,
1980200720, 122107, 034936,   25.3,   10.1,
1980200718, 122107, 034749,   46.0,    5.0,
1980200716, 122107, 034555,   76.0,    3.5,
1980200714, 122107, 034407,  100.4,    6.3,
1980200713, 122107, 034221,  125.4,    4.7,
1980200709, 122107, 034031,  149.5,    4.7,
1980200707, 122107, 033835,  175.4,    3.8,
1980200706, 122107, 033650,  200.2,    4.7,
1990200621, 013008, 044102,    5.9,    6.6,
1990200619, 013008, 043647,   25.0,    9.1,
1990200617, 013008, 043457,   45.1,    6.0,
1990200615, 013008, 043257,   74.4,    6.3,
1990200613, 013008, 043112,  101.4,   11.0,
1990200611, 013008, 042931,  125.0,    8.5,
1990200609, 013008, 042752,  148.3,    2.2,
1990200607, 013008, 042552,  174.2,    2.2,
2000200624, 022408, 041747,    7.3,   13.9,
2000200623, 022408, 041437,   26.0,    7.6,
2000200622, 022408, 041308,   45.5,    7.9,
2000200621, 022408, 041101,   75.9,    4.1,
2000200620, 022408, 040937,   99.0,    7.9,
2000200614, 022408, 040707,  124.7,    4.7,
2000200613, 022408, 040541,  150.4,    4.7,
2000200612, 022408, 040407,  176.0,    1.6,
2000200606, 022408, 040153,  200.0,    2.2,
2010200624, 052808, 035944,    7.0,    9.5,
2010200623, 052808, 035709,   25.8,   12.6,
2010200622, 052808, 035548,   45.8,   10.7,
2010200621, 052808, 035424,   75.4,    9.8,
2010200620, 052808, 035304,  100.3,    8.8,
2010200614, 052808, 035050,  125.3,    6.3,
2010200613, 052808, 034924,  149.7,    3.5,
2010200612, 052808, 034755,  175.0,    1.9,
2010200606, 052808, 034541,  199.6,    2.5,
2020200622, 062608, 040729,    6.3,   11.0,
2020200620, 062608, 040431,   25.2,    6.3,
2020200618, 062608, 040127,   44.7,    6.0,
2020200616, 062608, 035853,   74.7,    8.5,
2020200614, 062608, 035632,  100.3,   12.0,
2020200612, 062608, 035426,  125.1,    8.2,
2020200608, 062608, 035142,  149.6,    3.8,
2020200607, 062608, 034943,  175.4,    2.8,
2020200606, 062608, 034755,  200.4,    3.5,
2030200724, 072708, 041400,    5.9,    7.3,
2030200723, 072708, 041100,   25.1,   11.0,
2030200720, 072708, 040850,   45.0,   19.5,
2030200717, 072708, 040620,   75.0,   12.6,
2030200714, 072708, 040400,   99.8,    7.6,
2030200711, 072708, 040145,  125.1,    6.3,
2030200708, 072708, 035920,  149.5,    3.2,
2030200707, 072708, 035720,  174.6,    3.2,
2030200706, 072708, 035530,  199.5,    2.8,
2040200624, 081708, 040506,    7.8,   12.0,
2040200623, 081708, 040252,   24.6,   11.4,
2040200620, 081708, 040112,   45.0,   11.7,
2040200617, 081708, 035922,   75.1,   10.7,
2040200614, 081708, 035749,  100.8,    7.6,
2040200611, 081708, 035622,  123.4,    4.7,
2040200608, 081708, 035433,  149.2,    4.4,
2040200607, 081708, 035254,  174.9,    2.5,
2040200606, 081708, 035052,  199.7,    3.5,
2050200618, 101108, 034511,    6.7,   17.3,
2050200615, 101108, 034153,   25.7,   19.5,
2050200614, 101108, 034011,   44.3,   16.1,
2050200613, 101108, 033823,   75.2,   11.7,
2050200612, 101108, 033632,  100.8,    8.5,
2050200611, 101108, 033423,  123.9,    4.7,
2050200610, 101108, 033238,  149.5,    7.3,
2050200609, 101108, 033053,  174.4,    3.8,
2050200608, 101108, 032823,  199.8,    2.2,
2060200618, 120108, 070011,    8.2,   13.9,
2060200617, 120108, 065648,   24.8,   11.0,
2060200616, 120108, 065454,   45.6,   12.9,
2060200615, 120108, 065254,   75.3,   10.7,
2060200614, 120108, 065114,  100.2,    8.5,
2060200611, 120108, 064756,  124.5,    4.7,
2060200610, 120108, 064610,  148.9,    3.5,
2060200609, 120108, 064419,  173.7,    1.9,
2060200608, 120108, 064223,  200.7,    3.5,
2080200522, 012109, 021732,    7.5,    6.0,
2080200520, 012109, 021224,   25.2,    7.3,
2080200518, 012109, 021018,   44.9,    8.8,
2080200516, 012109, 020713,   76.2,    8.5,
2080200514, 012109, 020444,  100.4,    5.4,
2080200512, 012109, 020213,  124.4,    4.7,
2080200508, 012109, 015724,  174.8,    2.5,
2080200620, 012109, 073934,  199.6,    1.9,
2090200614, 021809, 043823,    8.5,    8.5,
2090200613, 021809, 043552,   24.7,    7.6,
2090200612, 021809, 043318,   43.7,    7.3,
2090200611, 021809, 043122,   75.3,    6.9,
2090200610, 021809, 042932,  100.7,    6.6,
2090200609, 021809, 042753,  123.2,    4.4,
2090200608, 021809, 042553,  147.9,    3.8,
2090200607, 021809, 042355,  173.9,    2.8,
2090200606, 021809, 042204,  199.7,    2.5,
2100200614, 042909, 044223,    4.3,   17.0,
2100200613, 042909, 044026,   23.9,   12.0,
2100200612, 042909, 043855,   45.4,   10.4,
2100200611, 042909, 043715,   74.9,    7.3,
2100200610, 042909, 043510,  100.1,    8.2,
2100200609, 042909, 043335,  126.4,    6.6,
2100200608, 042909, 043139,  150.7,    5.0,
2100200607, 042909, 043006,  175.0,    4.4,
2100200606, 042909, 042832,  200.9,    3.8,
2110200620, 052809, 040845,    5.4,    9.1,
2110200619, 052809, 040649,   25.0,   10.1,
2110200617, 052809, 040502,   45.1,    8.5,
2110200616, 052809, 040114,   75.6,    7.9,
2110200615, 052809, 035829,  100.1,    7.9,
2110200614, 052809, 035630,  125.4,    6.6,
2110200613, 052809, 035400,  150.2,    5.7,
2110200612, 052809, 035200,  174.6,    5.4,
2110200611, 052809, 034920,  201.4,    5.4,
2120200622, 070409, 031855,   25.7,    9.8,
2120200621, 070409, 031845,   25.7,   12.3,
2120200619, 070409, 031420,   74.9,   15.8,
2120200618, 070409, 031006,   99.5,   10.1,
2120200617, 070409, 030955,   99.5,   10.7,
2120200616, 070409, 030756,  123.8,    7.6,
2120200614, 070409, 030530,  148.7,    6.6,
2120200612, 070409, 030232,  175.3,    5.0,
2120200610, 070409, 025940,  200.2,    4.1,
2130200620, 072509, 161349,   15.9,   11.7,
2130200617, 072509, 161329,   15.8,    9.8,
2130200614, 072509, 161310,   16.0,   15.4,
2130200613, 072509, 161112,   25.0,   15.1,
2130200612, 072509, 160927,   46.3,   20.5,
2130200609, 072509, 160457,  125.0,    9.5,
2130200608, 072509, 160337,  150.1,    7.3,
2130200607, 072509, 160207,  174.9,    4.4,
2130200606, 072509, 160022,  199.6,    3.5,
2130200724, 072509, 185855,    8.1,   12.0,
2130200717, 072509, 185609,   25.7,   10.1,
2130200714, 072509, 185306,   44.0,   15.4,
2130200713, 072509, 185127,   74.5,   15.1,
2130200712, 072509, 184956,  100.3,   20.8,
2130200711, 072509, 184817,  124.9,    9.8,
2130200708, 072509, 184536,  149.6,    7.3,
2130200707, 072509, 184407,  174.1,    4.4,
2130200706, 072509, 184242,  199.5,    3.5,
2140200623, 081909, 051957,    7.6,   13.9,
2140200618, 081909, 051724,   27.7,   11.0,
2140200615, 081909, 051457,   44.6,   12.0,
2140200614, 081909, 051133,   75.5,   23.6,
2140200613, 081909, 050931,  100.0,   12.9,
2140200612, 081909, 050736,  126.0,    8.2,
2140200608, 081909, 050128,  175.5,    5.7,
2140200606, 081909, 045700,  200.5,    3.8,
2150200721, 092509, 040626,    4.9,    4.7,
2150200716, 092509, 040406,   25.2,    6.9,
2150200713, 092509, 040211,   46.1,    1.6,
2150200712, 092509, 035957,   75.9,    4.4,
2150200710, 092509, 035553,  126.0,    3.5,
2150200708, 092509, 035326,  150.4,    2.2,
2150200707, 092509, 035136,  174.4,    0.6,
2150200706, 092509, 034951,  200.2,    1.9,
2160200620, 110409, 041334,    4.9,    8.2,
2160200619, 110409, 041158,   24.8,    8.2,
2160200614, 110409, 040823,   74.6,    8.2,
2160200612, 110409, 040643,  101.4,    7.9,
2160200610, 110409, 040458,  123.3,    5.4,
2160200609, 110409, 040248,  151.1,    3.5,
2160200608, 110409, 040049,  174.5,   11.3,
2160200606, 110409, 035858,  200.9,    1.3,
2170200714, 121009, 033304,    4.9,    6.9,
2170200713, 121009, 033144,   24.1,    6.6,
2170200712, 121009, 033034,   44.6,    4.7,
2170200711, 121009, 032914,   73.8,    4.7,
2170200710, 121009, 032754,   98.8,    2.2,
2170200709, 121009, 032639,  124.0,    2.8,
2170200707, 121009, 032340,  175.4,    2.2,
2170200706, 121009, 032215,  199.8,    1.6,
2190200423, 031010, 041133,    4.9,   10.4,
2190200421, 031010, 040913,   25.3,    8.2,
2190200418, 031010, 040733,   46.3,    5.4,
2190200413, 031010, 040313,  104.8,    6.6,
2190200410, 031010, 040113,  126.7,    5.0,
2190200409, 031010, 035923,  149.4,    2.2,
2190200408, 031010, 035754,  170.6,   15.8,
2190200406, 031010, 035623,  199.3,   25.5,
2200200614, 040710, 035314,    5.6,    9.8,
2200200613, 040710, 035204,   23.8,   10.4,
2200200612, 040710, 035101,   44.3,    9.8,
2200200611, 040710, 034914,   75.6,    6.6,
2200200610, 040710, 034759,  101.6,    6.9,
2200200609, 040710, 034649,  124.8,    3.8,
2200200608, 040710, 034534,  149.4,    2.5,
2200200607, 040710, 034411,  174.3,    2.2,
2200200606, 040710, 034255,  198.9,    2.5,
2210200714, 051910, 035425,    5.2,   12.6,
2210200713, 051910, 035255,   24.6,   11.0,
2210200712, 051910, 035105,   44.7,    9.5,
2210200711, 051910, 034935,   75.1,    8.5,
2210200710, 051910, 034825,   99.9,    6.3,
2210200709, 051910, 034701,  127.7,    7.2,
2210200708, 051910, 034535,  149.6,    5.7,
2210200707, 051910, 034420,  174.1,    2.2,
2210200706, 051910, 034257,  202.1,    2.8,
2220200714, 060910, 035635,    4.8,   12.0,
2220200713, 060910, 035516,   25.2,   13.2,
2220200712, 060910, 035255,   44.8,   10.7,
2220200711, 060910, 035118,   76.1,   10.1,
2220200710, 060910, 034950,  102.7,    8.2,
2220200709, 060910, 034827,  124.5,   10.4,
2220200708, 060910, 034713,  148.2,    3.8,
2220200707, 060910, 034545,  178.5,    2.5,
2220200706, 060910, 034415,  202.6,    2.5,
2230200720, 070910, 052149,    5.6,   11.0,
2230200718, 070910, 051848,   25.5,    8.8,
2230200717, 070910, 051639,   46.2,    8.8,
2230200714, 070910, 051214,   75.8,   11.0,
2230200712, 070910, 050924,  100.8,    8.2,
2230200711, 070910, 050725,  125.5,   10.7,
2230200709, 070910, 050429,  149.5,    3.5,
2230200708, 070910, 050205,  175.0,    2.2,
2230200706, 070910, 045919,  200.8,    0.6,
2240200714, 080810, 040130,    7.2,    8.5,
2240200713, 080810, 035809,   25.6,    9.8,
2240200712, 080810, 035632,   45.7,   11.7,
2240200711, 080810, 035443,   74.5,    8.5,
2240200710, 080810, 035306,  100.5,    9.8,
2240200709, 080810, 035133,  125.7,    6.0,
2240200708, 080810, 034957,  150.6,    3.5,
2240200707, 080810, 034832,  175.3,    4.1,
2240200706, 080810, 034656,  200.1,    1.9,
2250200716, 090410, 081138,    6.6,    6.0,
2250200715, 090410, 080848,   25.6,   10.1,
2250200714, 090410, 080649,   45.3,    6.9,
2250200713, 090410, 080438,   75.3,    8.2,
2250200712, 090410, 080242,  100.9,    7.3,
2250200711, 090410, 080027,  125.4,    5.7,
2250200710, 090410, 075817,  151.4,    2.8,
2250200709, 090410, 075528,  175.7,    3.2,
2250200707, 090410, 075322,  200.6,    2.8,
2260200720, 100410, 035222,    5.5,    9.5,
2260200719, 100410, 035051,   25.3,    5.7,
2260200717, 100410, 034922,   43.8,    6.0,
2260200716, 100410, 034746,   75.5,    3.8,
2260200714, 100410, 034607,  100.9,    4.1,
2260200713, 100410, 034441,  124.9,    3.2,
2260200712, 100410, 034312,  149.1,    2.8,
2260200711, 100410, 034147,  173.8,    0.9,
2260200709, 100410, 034006,  200.8,    0.6,
2270200724, 112210, 020424,    4.8,    2.8,
2270200723, 112210, 020325,   24.9,    6.3,
2270200721, 112210, 020217,   43.9,    6.6,
2270200720, 112210, 020048,   74.4,    7.6,
2270200719, 112210, 015938,  100.3,    2.2,
2270200718, 112210, 015818,  124.6,    3.2,
2270200716, 112210, 015701,  150.6,    2.8,
2270200714, 112210, 015554,  174.7,    1.6,
2270200712, 112210, 015443,  200.0,    0.9,
2290200615, 012911, 040422,    5.6,    8.5,
2290200614, 012911, 040122,   25.4,    7.6,
2290200613, 012911, 035932,   45.1,    7.6,
2290200612, 012911, 035732,   75.2,    6.0,
2290200610, 012911, 035432,   99.5,    9.5,
2290200609, 012911, 035232,  125.1,    3.5,
2290200608, 012911, 035047,  150.3,    3.2,
2290200607, 012911, 034852,  175.4,    4.7,
2290200606, 012911, 034652,  199.5,    1.9,
2300200618, 030111, 035412,    7.5,    5.0,
2300200617, 030111, 035152,   24.3,    6.9,
2300200615, 030111, 035025,   45.1,    7.2,
2300200614, 030111, 034900,   75.1,    6.9,
2300200612, 030111, 034715,  100.1,    4.4,
2300200609, 030111, 034450,  124.6,    4.7,
2300200608, 030111, 034315,  148.7,    3.2,
2300200607, 030111, 034140,  175.6,    1.9,
2300200606, 030111, 034006,  200.8,    1.9,
2310200522, 041211, 054514,    8.6,    9.1,
2310200521, 041211, 054257,   25.0,    8.5,
2310200519, 041211, 054107,   44.6,   10.4,
2310200518, 041211, 053912,   75.1,    6.9,
2310200517, 041211, 053707,   99.8,    7.3,
2310200516, 041211, 053517,  126.5,    6.6,
2310200514, 041211, 053323,  151.5,    3.2,
2310200512, 041211, 053117,  175.5,    6.6,
2310200510, 041211, 052912,  199.3,    0.9,
2320200614, 051011, 035222,    6.1,    8.5,
2320200613, 051011, 035111,   25.3,   11.0,
2320200612, 051011, 035006,   44.9,    7.6,
2320200611, 051011, 034852,   73.9,    8.2,
2320200610, 051011, 034727,  100.0,    6.9,
2320200609, 051011, 034616,  124.1,    5.0,
2320200608, 051011, 034457,  149.7,    3.2,
2320200607, 051011, 034347,  174.7,    2.5,
2320200606, 051011, 034232,  200.0,    3.8,
2330200823, 072011, 075226,    4.1,    8.5,
2330200821, 072011, 075031,   24.9,    6.9,
2330200819, 072011, 074821,   44.1,    8.5,
2330200817, 072011, 074556,   74.4,   16.7,
2330200815, 072011, 074345,   98.9,   10.4,
2330200813, 072011, 074141,  124.5,   10.1,
2330200810, 072011, 073931,  149.3,    7.6,
2330200808, 072011, 073706,  174.5,    4.1,
2330200807, 072011, 073511,  199.1,    1.6,
2340201221, 090111, 012333,    6.1,   21.8,
2340201219, 090111, 012053,   24.6,   15.8,
2340201217, 090111, 011858,   44.3,   17.0,
2340201215, 090111, 011703,   74.7,   11.3,
2340201213, 090111, 011518,   99.7,   12.0,
2340201211, 090111, 011338,  124.1,    4.4,
2340201209, 090111, 011202,  148.9,    3.8,
2340201207, 090111, 011012,  174.0,    2.8,
2340201206, 090111, 010828,  199.7,    2.2,
2350200822, 092711, 191314,    6.5,   13.2,
2350200819, 092711, 191124,   26.7,   14.5,
2350200817, 092711, 190940,   44.9,   14.5,
2350200815, 092711, 190739,   75.0,   14.2,
2350200813, 092711, 190554,   98.8,   13.6,
2350200811, 092711, 190350,  125.0,    6.6,
2350200809, 092711, 190153,  149.8,    4.7,
2350200807, 092711, 185723,  175.1,    3.2,
2350200806, 092711, 185539,  200.3,    2.5,
2360200621, 110511, 065107,    4.8,   18.3,
2360200619, 110511, 064957,   24.4,   14.2,
2360200617, 110511, 064852,   44.3,   17.0,
2360200615, 110511, 064738,   76.2,   16.1,
2360200613, 110511, 064627,   99.6,    8.5,
2360200611, 110511, 064517,  124.3,    6.9,
2360200610, 110511, 064413,  149.0,    6.6,
2360200607, 110511, 064257,  173.5,    4.4,
2360200606, 110511, 064142,  199.8,    6.3,
2370200321, 112911, 055859,    4.9,   17.7,
2370200319, 112911, 055733,   25.8,   16.1,
2370200315, 112911, 055434,   76.3,   16.4,
2370200313, 112911, 055302,  100.4,   16.4,
2370200311, 112911, 055131,  124.4,   22.7,
2370200309, 112911, 055008,  152.2,    6.3,
2370200307, 112911, 054832,  174.2,    6.0,
2370200306, 112911, 054659,  195.0,    6.0,
2380200522, 122011, 032354,    4.7,   16.4,
2380200521, 122011, 032142,   24.2,   15.1,
2380200520, 122011, 032008,   45.0,   16.1,
2380200519, 122011, 031807,   74.8,   13.9,
2380200518, 122011, 031608,  101.5,   15.4,
2380200517, 122011, 031428,  123.9,   11.0,
2380200515, 122011, 031228,  149.5,    4.7,
2380200514, 122011, 031028,  174.5,    4.4,
2380200512, 122011, 030837,  200.2,    3.2,
2390200614, 011912, 032601,    5.3,   16.1,
2390200613, 011912, 032441,   24.5,   10.4,
2390200612, 011912, 032331,   45.3,   15.4,
2390200611, 011912, 032215,   73.4,   14.5,
2390200610, 011912, 032055,   99.8,   12.9,
2390200609, 011912, 031936,  126.3,   10.7,
2390200608, 011912, 031811,  149.2,    6.0,
2390200607, 011912, 031650,  175.7,    4.4,
2390200606, 011912, 031515,  202.2,    3.2,
2400200617, 032612, 010931,    5.5,   14.5,
2400200615, 032612, 010511,   25.1,   13.6,
2400200614, 032612, 010337,   45.4,   15.4,
2400200613, 032612, 010146,   75.4,   14.2,
2400200612, 032612, 010023,   99.3,   12.9,
2400200611, 032612, 005842,  124.3,    7.6,
2400200610, 032612, 005706,  150.1,    1.6,
2400200609, 032612, 005536,  174.3,    1.6,
2400200608, 032612, 005412,  200.0,    0.6,
2410200514, 050212, 041645,    5.1,   14.8,
2410200513, 050212, 041509,   25.1,   14.2,
2410200512, 050212, 041345,   46.1,   18.9,
2410200511, 050212, 041200,   76.1,   14.2,
2410200509, 050212, 040845,  125.1,   12.0,
2410200508, 050212, 040705,  149.8,    7.6,
2410200507, 050212, 040525,  176.5,    6.0,
2410200506, 050212, 040340,  201.3,    4.4,
2420200521, 053112, 042102,    5.5,   14.2,
2420200519, 053112, 041917,   25.4,   16.1,
2420200517, 053112, 041747,   44.5,   17.0,
2420200515, 053112, 041557,   74.6,   15.4,
2420200513, 053112, 041402,  100.6,   17.0,
2420200511, 053112, 041228,  125.2,   11.3,
2420200509, 053112, 041037,  150.8,   10.1,
2420200507, 053112, 040857,  175.9,    7.3,
2420200506, 053112, 040722,  201.0,    4.4,
2430200521, 062712, 072827,    5.7,    8.2,
2430200519, 062712, 072524,   25.6,   16.4,
2430200517, 062712, 072304,   44.5,   19.2,
2430200515, 062712, 072058,   73.8,   11.7,
2430200513, 062712, 071900,  100.5,   14.2,
2430200511, 062712, 071729,  125.3,   13.6,
2430200509, 062712, 071548,  148.5,    7.3,
2430200507, 062712, 071403,  175.0,    5.7,
2430200506, 062712, 071236,  199.5,    5.4,
2440200614, 080112, 040246,   10.4,   15.1,
2440200613, 080112, 040112,   25.7,   15.4,
2440200612, 080112, 035947,   45.6,   16.7,
2440200611, 080112, 035807,   75.3,   18.9,
2440200610, 080112, 035617,  100.4,   17.0,
2440200609, 080112, 035452,  125.4,   12.9,
2440200608, 080112, 035312,  150.0,    9.5,
2440200607, 080112, 035132,  175.0,    7.3,
2440200606, 080112, 034942,  200.3,    6.0,
2450200514, 081812, 040104,    5.4,   16.7,
2450200513, 081812, 035915,   25.4,   17.7,
2450200512, 081812, 035740,   45.2,   20.2,
2450200511, 081812, 035600,   75.4,   18.6,
2450200510, 081812, 035404,  100.1,   13.2,
2450200509, 081812, 035230,  125.0,   14.5,
2450200508, 081812, 035110,  150.5,   11.3,
2450200507, 081812, 034935,  175.2,    7.9,
2450200506, 081812, 034810,  200.8,    5.7,
2460200515, 091512, 040732,   25.2,   15.4,
2460200514, 091512, 040540,   45.3,   15.1,
2460200513, 091512, 040324,   74.9,   17.3,
2460200512, 091512, 040133,  100.3,   12.9,
2460200509, 091512, 035901,  125.4,   11.0,
2460200508, 091512, 035711,  150.5,    8.5,
2460200507, 091512, 035532,  175.5,    6.9,
2460200506, 091512, 035336,  200.4,    5.7,
2470200522, 100812, 041231,    5.3,   17.0,
2470200520, 100812, 041032,   25.4,   16.1,
2470200518, 100812, 040907,   45.6,   16.1,
2470200516, 100812, 040717,   74.7,   17.7,
2470200514, 100812, 040543,  100.3,   13.2,
2470200512, 100812, 040407,  124.4,    9.1,
2470200510, 100812, 040233,  149.6,    6.0,
2470200508, 100812, 040053,  174.6,    5.4,
2470200507, 100812, 035938,  200.2,    4.7,
2480200524, 120412, 062021,    6.9,   14.8,
2480200516, 120412, 061741,   25.6,   14.8,
2480200515, 120412, 061617,   43.3,   13.2,
2480200514, 120412, 061432,   76.3,   14.8,
2480200513, 120412, 061311,  100.1,   13.2,
2480200512, 120412, 061141,  124.8,    9.8,
2480200508, 120412, 060931,  150.2,    7.3,
2480200507, 120412, 060747,  176.6,    5.7,
2480200506, 120412, 060631,  200.6,    5.0,
2490200517, 021313, 041249,    7.7,   16.1,
2490200515, 021313, 040929,   24.7,   16.1,
2490200514, 021313, 040749,   44.6,   16.7,
2490200513, 021313, 040549,   74.3,   13.6,
2490200512, 021313, 040359,  100.7,   12.6,
2490200511, 021313, 040208,  125.4,   12.0,
2490200509, 021313, 035929,  150.8,    8.5,
2490200508, 021313, 035739,  176.3,    6.0,
2490200507, 021313, 035559,  200.5,    5.0,
2500200615, 030713, 035958,    6.0,   15.8,
2500200614, 030713, 035738,   26.1,   14.5,
2500200613, 030713, 035608,   45.5,   14.5,
2500200612, 030713, 035419,   74.8,   15.4,
2500200611, 030713, 035238,  100.2,   11.3,
2500200610, 030713, 035058,  126.1,   10.4,
2500200609, 030713, 034918,  150.8,    8.8,
2500200608, 030713, 034738,  175.9,    6.0,
2500200607, 030713, 034608,  200.1,    5.4,
2510200522, 040613, 040246,    5.3,   14.8,
2510200521, 040613, 040116,   25.9,   16.4,
2510200519, 040613, 035926,   45.8,   14.5,
2510200518, 040613, 035726,   75.7,   14.5,
2510200517, 040613, 035536,  101.0,   12.9,
2510200516, 040613, 035336,  125.5,   10.7,
2510200514, 040613, 035126,  150.9,    7.6,
2510200512, 040613, 034926,  175.8,    7.2,
2510200510, 040613, 034715,  200.2,    5.0,
2520200624, 051813, 040340,    7.1,   14.5,
2520200617, 051813, 040029,   25.3,   12.9,
2520200616, 051813, 035909,   46.0,   15.1,
2520200615, 051813, 035800,   74.6,   15.1,
2520200614, 051813, 035649,  100.8,   13.6,
2520200613, 051813, 035539,  124.9,   10.4,
2520200612, 051813, 035429,  149.2,    8.5,
