botid, date, time, press, l12, 
#, mmddyy, hhmmss, dbar, mg C/m3, 
0440210008, 012093, -00009,    5.0,  4.280,
0440210007, 012093, -00009,   25.0,  5.497,
0440210006, 012093, -00009,   45.0,  5.097,
0440210005, 012093, -00009,   75.0,  2.347,
0440210004, 012093, -00009,  100.0,  0.950,
0440210003, 012093, -00009,  125.0,  0.260,
0440210002, 012093, -00009,  150.0,  0.127,
0440210001, 012093, -00009,  175.0,  0.050,
0450210008, 021793, -00009,    5.0,  6.387,
0450210007, 021793, -00009,   25.0,  4.363,
0450210006, 021793, -00009,   45.0,  4.157,
0450210005, 021793, -00009,   75.0,  0.467,
0450210004, 021793, -00009,  100.0,  1.073,
0450210003, 021793, -00009,  125.0,  0.307,
0450210002, 021793, -00009,  150.0,  0.093,
0450210001, 021793, -00009,  175.0,  0.033,
0460210008, 041593, -00009,    5.0,  6.140,
0460210007, 041593, -00009,   25.0,  5.443,
0460210006, 041593, -00009,   45.0,  4.773,
0460210005, 041593, -00009,   75.0,  3.320,
0460210004, 041593, -00009,  100.0,  3.710,
0460210003, 041593, -00009,  125.0,  0.183,
0460210002, 041593, -00009,  150.0,  0.187,
0460210001, 041593, -00009,  175.0,  0.167,
0470210008, 052093, -00009,    5.0,  7.253,
0470210007, 052093, -00009,   25.0,  7.590,
0470210006, 052093, -00009,   45.0,  6.603,
0470210005, 052093, -00009,   75.0,  5.680,
0470210004, 052093, -00009,  100.0,  2.443,
0470210003, 052093, -00009,  125.0,  1.323,
0470210002, 052093, -00009,  150.0,  0.363,
0470210001, 052093, -00009,  175.0,  0.147,
0490210008, 091493, -00009,    5.0,  7.967,
0490210007, 091493, -00009,   25.0,  7.527,
0490210006, 091493, -00009,   45.0,  5.297,
0490210005, 091493, -00009,   75.0,  3.050,
0490210004, 091493, -00009,  100.0,  1.253,
0490210003, 091493, -00009,  125.0,  0.480,
0490210002, 091493, -00009,  150.0,  0.243,
0490210001, 091493, -00009,  175.0,  0.213,
0500210008, 102993, -00009,    5.0,  3.687,
0500210007, 102993, -00009,   25.0,  2.710,
0500210006, 102993, -00009,   45.0,  1.780,
0500210005, 102993, -00009,   75.0,  1.203,
0500210004, 102993, -00009,  100.0,  0.930,
0500210003, 102993, -00009,  125.0,  0.227,
0500210002, 102993, -00009,  150.0,  0.090,
0500210001, 102993, -00009,  175.0,  0.037,
0510210008, 012094, -00009,    5.0,  4.913,
0510210007, 012094, -00009,   25.0,  4.917,
0510210006, 012094, -00009,   45.0,  2.827,
0510210005, 012094, -00009,   75.0,  1.523,
0510210004, 012094, -00009,  100.0,  0.973,
0510210003, 012094, -00009,  125.0,  0.147,
0510210002, 012094, -00009,  150.0,  0.110,
0510210001, 012094, -00009,  175.0,  0.093,
0520210008, 021794, -00009,    5.0,  8.427,
0520210007, 021794, -00009,   25.0,  3.567,
0520210006, 021794, -00009,   45.0,  3.027,
0520210005, 021794, -00009,   75.0,  0.850,
0520210004, 021794, -00009,  100.0,  0.383,
0520210003, 021794, -00009,  125.0,  0.150,
0520210002, 021794, -00009,  150.0,  0.077,
0520210001, 021794, -00009,  175.0,  0.030,
0530210008, 030994, -00009,    5.0,  7.217,
0530210007, 030994, -00009,   25.0,  6.397,
0530210006, 030994, -00009,   45.0,  4.060,
0530210005, 030994, -00009,   75.0,  2.783,
0530210004, 030994, -00009,  100.0,  1.333,
0530210003, 030994, -00009,  125.0,  0.587,
0530210002, 030994, -00009,  150.0,  0.310,
0530210001, 030994, -00009,  175.0,  0.073,
0540210008, 061994, -00009,    5.0,  7.643,
0540210007, 061994, -00009,   25.0,  4.840,
0540210006, 061994, -00009,   45.0,  3.893,
0540210005, 061994, -00009,   75.0,  2.537,
0540210004, 061994, -00009,  100.0,  2.327,
0540210003, 061994, -00009,  125.0,  0.853,
0540210002, 061994, -00009,  150.0,  0.447,
0540210001, 061994, -00009,  175.0,  0.110,
0550210008, 072594, -00009,    5.0,  8.660,
0550210007, 072594, -00009,   25.0,  7.150,
0550210006, 072594, -00009,   45.0,  7.653,
0550210005, 072594, -00009,   75.0,  3.093,
0550210004, 072594, -00009,  100.0,  1.080,
0550210003, 072594, -00009,  125.0,  0.247,
0550210002, 072594, -00009,  150.0,  0.050,
0550210001, 072594, -00009,  175.0,  0.030,
0560210008, 083094, -00009,    5.0,  7.823,
0560210007, 083094, -00009,   25.0,  6.167,
0560210006, 083094, -00009,   45.0,  6.193,
0560210005, 083094, -00009,   75.0,  3.287,
0560210004, 083094, -00009,  100.0,  1.503,
0560210003, 083094, -00009,  125.0,  0.493,
0560210002, 083094, -00009,  150.0,  0.077,
0560210001, 083094, -00009,  175.0,  0.063,
0570210008, 092394, -00009,    5.0,  5.387,
0570210007, 092394, -00009,   25.0,  5.633,
0570210006, 092394, -00009,   45.0,  4.333,
0570210005, 092394, -00009,   75.0,  2.693,
0570210004, 092394, -00009,  100.0,  1.663,
0570210003, 092394, -00009,  125.0,  0.340,
0570210002, 092394, -00009,  150.0,  0.047,
0570210001, 092394, -00009,  175.0,  0.037,
0580210008, 101594, -00009,    5.0,  5.103,
0580210007, 101594, -00009,   25.0,  4.363,
0580210006, 101594, -00009,   45.0,  4.473,
0580210005, 101594, -00009,   75.0,  1.393,
0580210004, 101594, -00009,  100.0,  0.807,
0580210003, 101594, -00009,  125.0,  0.350,
0580210002, 101594, -00009,  150.0,  0.070,
0580210001, 101594, -00009,  175.0,  0.030,
0600210008, 020795, -00009,    5.0,  5.083,
0600210007, 020795, -00009,   25.0,  5.260,
0600210006, 020795, -00009,   45.0,  4.200,
0600210005, 020795, -00009,   75.0,  2.457,
0600210004, 020795, -00009,  100.0,  0.803,
0600210003, 020795, -00009,  125.0,  0.550,
0600210002, 020795, -00009,  150.0,  0.153,
0610210008, 030495, -00009,    5.0,  7.467,
0610210007, 030495, -00009,   25.0,  6.400,
0610210006, 030495, -00009,   45.0,  4.737,
0610210005, 030495, -00009,   75.0,  1.993,
0610210004, 030495, -00009,  100.0,  1.445,
0610210003, 030495, -00009,  125.0,  0.223,
0610210002, 030495, -00009,  150.0,  0.067,
0620210008, 040695, -00009,    5.0,  7.240,
0620210007, 040695, -00009,   25.0,  6.357,
0620210006, 040695, -00009,   45.0,  4.033,
0620210005, 040695, -00009,   75.0,  3.220,
0620210004, 040695, -00009,  100.0,  1.575,
0620210003, 040695, -00009,  125.0,  0.640,
0620210002, 040695, -00009,  150.0,  0.117,
0620210001, 040695, -00009,  175.0,  0.047,
0630210008, 050795, -00009,    5.0, 15.003,
0630210007, 050795, -00009,   25.0, 12.713,
0630210006, 050795, -00009,   45.0,  6.393,
0630210005, 050795, -00009,   75.0,  5.797,
0630210004, 050795, -00009,  100.0,  3.737,
0630210003, 050795, -00009,  125.0,  1.157,
0630210002, 050795, -00009,  150.0,  0.180,
0630210001, 050795, -00009,  175.0,  0.047,
0640210008, 073095, -00009,    5.0,  8.867,
0640210007, 073095, -00009,   25.0,  6.137,
0640210006, 073095, -00009,   45.0,  7.057,
0640210005, 073095, -00009,   75.0,  4.117,
0640210004, 073095, -00009,  100.0,  4.117,
0640210003, 073095, -00009,  125.0,  0.907,
0640210002, 073095, -00009,  150.0,  0.110,
0640210001, 073095, -00009,  175.0,  0.107,
0650210008, 082995, -00009,    5.0,  8.903,
0650210007, 082995, -00009,   25.0,  6.583,
0650210006, 082995, -00009,   45.0,  3.357,
0650210004, 082995, -00009,  100.0,  1.690,
0650210003, 082995, -00009,  125.0,  0.497,
0650210002, 082995, -00009,  150.0,  0.047,
0660210008, 092795, -00009,    5.0,  6.307,
0660210007, 092795, -00009,   25.0,  5.590,
0660210006, 092795, -00009,   45.0,  4.945,
0660210005, 092795, -00009,   75.0,  2.870,
0660210004, 092795, -00009,  100.0,  1.113,
0660210003, 092795, -00009,  125.0,  0.120,
0660210002, 092795, -00009,  150.0,  0.060,
0660210001, 092795, -00009,  175.0,  0.033,
0670210008, 102795, -00009,    5.0,  7.207,
0670210007, 102795, -00009,   25.0,  5.800,
0670210006, 102795, -00009,   45.0,  5.190,
0670210005, 102795, -00009,   75.0,  1.650,
0670210004, 102795, -00009,  100.0,  1.175,
0670210003, 102795, -00009,  125.0,  0.280,
0670210002, 102795, -00009,  150.0,  0.100,
0670210001, 102795, -00009,  175.0,  0.045,
0680210008, 111795, -00009,    5.0,  7.083,
0680210007, 111795, -00009,   25.0,  5.337,
0680210006, 111795, -00009,   45.0,  4.503,
0680210005, 111795, -00009,   75.0,  2.325,
0680210004, 111795, -00009,  100.0,  1.085,
0680210003, 111795, -00009,  125.0,  0.127,
0680210002, 111795, -00009,  150.0,  0.035,
0680210001, 111795, -00009,  175.0,  0.075,
0690210008, 011796, -00009,    5.0,  5.093,
0690210007, 011796, -00009,   25.0,  4.727,
0690210006, 011796, -00009,   45.0,  3.313,
0690210005, 011796, -00009,   75.0,  0.845,
0690210004, 011796, -00009,  100.0,  0.750,
0690210003, 011796, -00009,  125.0,  0.170,
0690210002, 011796, -00009,  150.0,  0.050,
0700210008, 032796, -00009,    5.0,  7.205,
0700210007, 032796, -00009,   25.0,  6.673,
0700210006, 032796, -00009,   45.0,  6.370,
0700210005, 032796, -00009,   75.0,  1.595,
0700210004, 032796, -00009,  100.0,  1.170,
0700210003, 032796, -00009,  125.0,  0.887,
0700210002, 032796, -00009,  150.0,  0.100,
0700210001, 032796, -00009,  175.0,  0.070,
0710210008, 042496, -00009,    5.0,  6.700,
0710210007, 042496, -00009,   25.0,  6.827,
0710210006, 042496, -00009,   45.0,  5.263,
0710210005, 042496, -00009,   75.0,  0.193,
0710210004, 042496, -00009,  100.0,  1.630,
0710210003, 042496, -00009,  125.0,  1.153,
0720210008, 052296, -00009,    5.0,  8.853,
0720210007, 052296, -00009,   25.0,  7.700,
0720210006, 052296, -00009,   45.0,  5.627,
0720210005, 052296, -00009,   75.0,  2.080,
0720210004, 052296, -00009,  100.0,  2.143,
0720210003, 052296, -00009,  125.0,  0.703,
0720210002, 052296, -00009,  150.0,  0.253,
0730210008, 062696, -00009,    5.0,  8.470,
0730210007, 062696, -00009,   25.0,  7.497,
0730210006, 062696, -00009,   45.0,  6.183,
0730210005, 062696, -00009,   75.0,  0.783,
0730210004, 062696, -00009,  100.0,  2.060,
0730210003, 062696, -00009,  125.0,  0.650,
0730210002, 062696, -00009,  150.0,  0.277,
0740210008, 072796, -00009,    5.0,  8.937,
0740210007, 072796, -00009,   25.0,  7.650,
0740210006, 072796, -00009,   45.0,  4.940,
0740210005, 072796, -00009,   75.0,  1.860,
0740210004, 072796, -00009,  100.0,  0.917,
0740210003, 072796, -00009,  125.0,  0.360,
0740210002, 072796, -00009,  150.0,  0.100,
0740210001, 072796, -00009,  175.0,  0.057,
0750210008, 082196, -00009,    5.0, 10.123,
0750210007, 082196, -00009,   25.0,  9.140,
0750210006, 082196, -00009,   45.0,  8.707,
0750210005, 082196, -00009,   75.0,  0.467,
0750210004, 082196, -00009,  100.0,  1.797,
0750210003, 082196, -00009,  125.0,  0.643,
0750210002, 082196, -00009,  150.0,  0.087,
0750210001, 082196, -00009,  175.0,  0.040,
0760210008, 100296, -00009,    5.0, 10.520,
0760210007, 100296, -00009,   25.0,  9.390,
0760210006, 100296, -00009,   45.0,  5.237,
0760210005, 100296, -00009,   75.0,  3.463,
0760210003, 100296, -00009,  125.0,  0.273,
0760210002, 100296, -00009,  150.0,  0.073,
0770210008, 103096, -00009,    5.0,  5.853,
0770210007, 103096, -00009,   25.0,  3.793,
0770210006, 103096, -00009,   45.0,  1.507,
0770210005, 103096, -00009,   75.0,  2.780,
0770210004, 103096, -00009,  100.0,  0.873,
0770210003, 103096, -00009,  125.0,  0.187,
0770210002, 103096, -00009,  150.0,  0.050,
0770210001, 103096, -00009,  175.0,  0.040,
0780210008, 121196, -00009,    5.0,  4.637,
0780210007, 121196, -00009,   25.0,  6.207,
0780210006, 121196, -00009,   45.0,  3.777,
0780210005, 121196, -00009,   75.0,  1.000,
0780210004, 121196, -00009,  100.0,  0.940,
0780210003, 121196, -00009,  125.0,  0.270,
0780210002, 121196, -00009,  150.0,  0.103,
0790210008, 010897, -00009,    5.0,  6.383,
0790210007, 010897, -00009,   25.0,  4.380,
0790210006, 010897, -00009,   45.0,  0.710,
0790210005, 010897, -00009,   75.0,  3.010,
0790210004, 010897, -00009,  100.0,  0.793,
0790210003, 010897, -00009,  125.0,  0.243,
0790210002, 010897, -00009,  150.0,  0.117,
0790210001, 010897, -00009,  175.0,  0.043,
0800210008, 021897, -00009,    5.0,  6.293,
0800210007, 021897, -00009,   25.0,  4.920,
0800210006, 021897, -00009,   45.0,  2.533,
0800210005, 021897, -00009,   75.0,  3.520,
0800210004, 021897, -00009,  100.0,  2.257,
0800210003, 021897, -00009,  125.0,  0.723,
0800210001, 021897, -00009,  175.0,  0.107,
0810210008, 031297, -00009,    5.0,  6.983,
0810210007, 031297, -00009,   25.0,  1.547,
0810210006, 031297, -00009,   45.0,  4.853,
0810210005, 031297, -00009,   75.0,  2.877,
0810210004, 031297, -00009,  100.0,  2.633,
0810210003, 031297, -00009,  125.0,  0.550,
0810210002, 031297, -00009,  150.0,  0.120,
0820210008, 040997, -00009,    5.0,  2.905,
0820210007, 040997, -00009,   25.0,  1.567,
0820210006, 040997, -00009,   45.0,  1.875,
0820210005, 040997, -00009,   75.0,  2.873,
0820210004, 040997, -00009,  100.0,  1.143,
0820210003, 040997, -00009,  125.0,  0.087,
0820210002, 040997, -00009,  150.0,  0.037,
0820210001, 040997, -00009,  175.0,  0.030,
0830210008, 050797, -00009,    5.0,  4.890,
0830210007, 050797, -00009,   25.0,  5.253,
0830210006, 050797, -00009,   45.0,  7.857,
0830210005, 050797, -00009,   75.0,  2.585,
0830210004, 050797, -00009,  100.0,  4.785,
0830210003, 050797, -00009,  125.0,  1.245,
0830210002, 050797, -00009,  150.0,  0.215,
0830210001, 050797, -00009,  175.0,  0.040,
0840210008, 060497, -00009,    5.0,  8.863,
0840210007, 060497, -00009,   25.0,  8.110,
0840210006, 060497, -00009,   45.0,  5.323,
0840210005, 060497, -00009,   75.0,  2.383,
0840210004, 060497, -00009,  100.0,  2.050,
0840210003, 060497, -00009,  125.0,  1.117,
0840210002, 060497, -00009,  150.0,  0.203,
0840210001, 060497, -00009,  175.0,  0.037,
0850210008, 070997, -00009,    5.0,  3.865,
0850210007, 070997, -00009,   25.0,  6.845,
0850210006, 070997, -00009,   45.0,  4.105,
0850210005, 070997, -00009,   75.0,  2.265,
0850210004, 070997, -00009,  100.0,  1.560,
0850210003, 070997, -00009,  125.0,  0.525,
0850210002, 070997, -00009,  150.0,  0.115,
0860210008, 080297, -00009,    5.0,  3.573,
0860210007, 080297, -00009,   25.0,  6.953,
0860210006, 080297, -00009,   45.0,  6.047,
0860210005, 080297, -00009,   75.0,  2.347,
0860210004, 080297, -00009,  100.0,  1.843,
0860210003, 080297, -00009,  125.0,  0.610,
0860210002, 080297, -00009,  150.0,  0.143,
0860210001, 080297, -00009,  175.0,  0.113,
0870210008, 092597, -00009,    5.0,  5.837,
0870210007, 092597, -00009,   25.0,  6.420,
0870210006, 092597, -00009,   45.0,  4.353,
0870210005, 092597, -00009,   75.0,  2.610,
0870210004, 092597, -00009,  100.0,  1.203,
0870210003, 092597, -00009,  125.0,  0.677,
