botid, date, time, press, pe4, 
1680200609, 030505, 035039,   45.2,   2.17,
1680200608, 030505, 034923,   60.4,   8.40,
1680200607, 030505, 034753,   75.6,   8.06,
1680200606, 030505, 034616,   99.2,   6.51,
1680200605, 030505, 034436,  125.4,   8.28,
1680200604, 030505, 034312,  150.3,   5.77,
1680200603, 030505, 034139,  176.0,   2.00,
1690201122, 051905, 043614,    8.2,   2.49,
1690201121, 051905, 043300,   15.3,   3.05,
1690201119, 051905, 043133,   25.4,   3.99,
1690201118, 051905, 043011,   34.8,   6.26,
1690201117, 051905, 043002,   34.8,   0.00,
1690201115, 051905, 042832,   44.8,   1.55,
1690201114, 051905, 042704,   60.6,   4.15,
1690201112, 051905, 042521,   75.8,   6.15,
1690201111, 051905, 042356,   99.2,   4.26,
1690201110, 051905, 042204,  125.6,   5.43,
1690201109, 051905, 042013,  150.2,   6.26,
1690201108, 051905, 041829,  173.8,   6.04,
1700200620, 061505, 040849,    7.9,  10.35,
1700200619, 061505, 040543,   15.1,   6.09,
1700200612, 061505, 040230,   24.3,   7.38,
1700200611, 061505, 040107,   35.7,   6.63,
1700200610, 061505, 040050,   35.4,   3.92,
1700200609, 061505, 035931,   44.5,   5.01,
1700200608, 061505, 035808,   60.7,   7.71,
1700200607, 061505, 035648,   75.0,   8.53,
1700200606, 061505, 035500,  100.1,  13.26,
1700200605, 061505, 035323,  124.5,   8.87,
1700200604, 061505, 035117,  149.5,  12.86,
1700200603, 061505, 034847,  175.1,  12.38,
1710200718, 071705, 040737,    4.8,   0.91,
1710200717, 071705, 040631,   14.9,   1.87,
1710200716, 071705, 040535,   24.5,   2.25,
1710200715, 071705, 040421,   34.6,   0.00,
1710200714, 071705, 040411,   34.7,   3.42,
1710200713, 071705, 040246,   45.4,   3.48,
1710200712, 071705, 040121,   60.2,   4.76,
1710200710, 071705, 040001,   75.0,   5.24,
1710200709, 071705, 035822,  100.3,   9.42,
1710200707, 071705, 035622,  124.9,   2.14,
1710200706, 071705, 035451,  150.3,   0.16,
1710200705, 071705, 035301,  174.6,   1.07,
1720200620, 081405, 040712,    4.8,   4.66,
1720200619, 081405, 040558,   14.3,   6.10,
1720200618, 081405, 040441,   24.5,   5.35,
1720200617, 081405, 040308,   34.5,   0.89,
1720200616, 081405, 040259,   34.5,   3.75,
1720200615, 081405, 040132,   45.1,   1.18,
1720200614, 081405, 040015,   60.1,  27.47,
1720200613, 081405, 035842,   74.1,  30.42,
1720200612, 081405, 035711,   99.8,  37.59,
1720200610, 081405, 035431,  124.4,  33.95,
1720200608, 081405, 035129,  149.3,  27.52,
1720200606, 081405, 034754,  174.9,  35.18,
1730200614, 091005, 040053,    4.1,   3.66,
1730200613, 091005, 035933,   15.3,   0.52,
1730200612, 091005, 035830,   23.4,   1.05,
1730200611, 091005, 035647,   35.0,   3.66,
1730200610, 091005, 035640,   35.1,   1.57,
1730200609, 091005, 035522,   45.0,   4.94,
1730200608, 091005, 035346,   59.7,   4.47,
1730200607, 091005, 035210,   74.4,  20.40,
1730200606, 091005, 035045,  100.5,   0.41,
1730200605, 091005, 034911,  124.4,   0.00,
1730200604, 091005, 034744,  149.2,   1.22,
1730200603, 091005, 034613,  175.8,   0.00,
1740200620, 100805, 020939,    8.0,   3.87,
1740200619, 100805, 020724,   16.4,   2.26,
1740200618, 100805, 020604,   25.6,   3.55,
1740200617, 100805, 020453,   34.5,   6.89,
1740200616, 100805, 020444,   34.5,   3.71,
1740200615, 100805, 020333,   43.5,   4.63,
1740200614, 100805, 020223,   59.2,   4.90,
1740200613, 100805, 020104,   74.8,   9.31,
1740200612, 100805, 015933,   99.2,  11.51,
1740200611, 100805, 015732,  124.6,   6.40,
1740200610, 100805, 015537,  149.5,   3.28,
1740200609, 100805, 015341,  175.0,   8.12,
1750201723, 111305, 100625,    5.0,   1.77,
1750201722, 111305, 100432,   14.0,   9.07,
1750201717, 111305, 100242,   24.4,   3.71,
1750201716, 111305, 100132,   34.0,   4.45,
1750201715, 111305, 100124,   33.8,   5.02,
1750201714, 111305, 100014,   43.2,   4.05,
1750201713, 111305, 095907,   58.8,   4.85,
1750201711, 111305, 095742,   74.2,   1.08,
1750201709, 111305, 095548,   98.3,   6.85,
1750201708, 111305, 095349,  123.8,   5.02,
1750201705, 111305, 095138,  148.3,   4.79,
1750201703, 111305, 094947,  173.5,   5.08,
1760200614, 121305, 040551,    5.4,   0.00,
1760200613, 121305, 040405,   15.7,   0.60,
1760200612, 121305, 040205,   26.1,   0.48,
1760200611, 121305, 040045,   36.1,   3.72,
1760200610, 121305, 040036,   36.1,   0.54,
1760200609, 121305, 035851,   45.8,   2.88,
1760200608, 121305, 035711,   60.5,   6.23,
1760200607, 121305, 035531,   76.0,   1.86,
1760200606, 121305, 035346,  100.4,   3.78,
1760200605, 121305, 035201,  124.5,   2.22,
1760200604, 121305, 034951,  150.6,   1.08,
1760200603, 121305, 034741,  174.7,   0.00,
1770201224, 012606, 201145,    5.4,   5.45,
1770201222, 012606, 200958,   13.2,   9.58,
1770201221, 012606, 200858,   25.1,   2.17,
1770201219, 012606, 200759,   34.4,  10.14,
1770201218, 012606, 200752,   34.1,  21.68,
1770201216, 012606, 200648,   42.2,   8.74,
1770201215, 012606, 200548,   60.0,   9.72,
1770201213, 012606, 200423,   75.7,   4.27,
1770201211, 012606, 200258,   99.5,   3.99,
1770201209, 012606, 200123,  125.1,   5.59,
1770201207, 012606, 195948,  149.8,   7.34,
1770201205, 012606, 195808,  174.9,   0.00,
1790200923, 031006, 044305,    8.3,   1.92,
1790200922, 031006, 044119,   13.5,   1.02,
1790200920, 031006, 043850,   25.1,   3.77,
1790200919, 031006, 043716,   34.6,   0.00,
1790200918, 031006, 043708,   34.6,   2.64,
1790200915, 031006, 043535,   43.7,   7.31,
1790200914, 031006, 043406,   63.4,   6.59,
1790200911, 031006, 043221,   81.9,   3.71,
1790200909, 031006, 043051,   99.6,   9.64,
1790200907, 031006, 042851,  127.3,   5.69,
1790200905, 031006, 042711,  152.0,   7.31,
1790200903, 031006, 042531,  173.6,   7.79,
1800200621, 040206, 050929,    7.4,   5.32,
1800200620, 040206, 050817,   17.5,  19.77,
1800200618, 040206, 050528,   23.3,   3.45,
1800200617, 040206, 050357,   35.8,   5.46,
1800200616, 040206, 050346,   35.6,  12.65,
1800200613, 040206, 050206,   45.1,   8.99,
1800200612, 040206, 050042,   60.4,  10.93,
1800200610, 040206, 045843,   74.4,  25.23,
1800200606, 040206, 045607,   98.2,  21.28,
1800200605, 040206, 045431,  125.9,   3.45,
1800200604, 040206, 045241,  149.9,  21.78,
1800200603, 040206, 045051,  169.4,   4.82,
1810200724, 052706, 040422,    7.9,  13.73,
1810200722, 052706, 040221,   14.8,   1.03,
1810200720, 052706, 040021,   25.2,   0.00,
1810200719, 052706, 035836,   37.0,  10.16,
1810200718, 052706, 035826,   37.1,   3.57,
1810200715, 052706, 035626,   44.9,   9.92,
1810200714, 052706, 035414,   59.5,   0.00,
1810200711, 052706, 035140,   75.7,   0.00,
1810200709, 052706, 034933,  101.1,   7.38,
1810200707, 052706, 034646,  125.4,   0.87,
1810200705, 052706, 034448,  151.2,   0.00,
1810200704, 052706, 034256,  175.1,   0.00,
1820200623, 061406, 040955,    8.7,   7.35,
1820200622, 061406, 040737,   15.5,   4.01,
1820200620, 061406, 040555,   25.2,   8.95,
1820200619, 061406, 040434,   35.8,   6.05,
1820200618, 061406, 040425,   36.0,   3.27,
1820200615, 061406, 040237,   46.0,  12.04,
1820200614, 061406, 040120,   60.6,  17.71,
1820200611, 061406, 035941,   75.2,   6.17,
1820200609, 061406, 035742,  100.7,  10.00,
1820200607, 061406, 035506,  126.1,  10.49,
1820200605, 061406, 035304,  149.6,   6.91,
1820200603, 061406, 035115,  174.7,   1.30,
1830200723, 071306, 044558,    6.7,   0.14,
1830200722, 071306, 044337,   14.5,   0.00,
1830200720, 071306, 044212,   24.7,   5.19,
1830200719, 071306, 044057,   33.9,   0.89,
1830200718, 071306, 044047,   34.1,   8.33,
1830200715, 071306, 043912,   45.1,   6.82,
1830200714, 071306, 043737,   59.3,  18.22,
1830200711, 071306, 043552,   74.6,   5.87,
1830200709, 071306, 043238,   98.5,   8.67,
1830200707, 071306, 043027,  123.7,  11.94,
1830200705, 071306, 042817,  149.6,   4.03,
1830200703, 071306, 042627,  173.7,   7.10,
1840200717, 080906, 041400,    8.2,  13.72,
1840200716, 080906, 041221,   15.7,   5.24,
1840200714, 080906, 041026,   23.3,   5.06,
1840200713, 080906, 040850,   35.3,  19.45,
1840200712, 080906, 040841,   35.3,   9.51,
1840200710, 080906, 040701,   45.3,   7.68,
1840200709, 080906, 040521,   59.3,   1.04,
1840200707, 080906, 040321,   75.5,  11.16,
1840200706, 080906, 040051,  100.1,   9.39,
1840200705, 080906, 035900,  124.9,  13.17,
1840200704, 080906, 035710,  150.5,  13.35,
1840200703, 080906, 035531,  175.4,  10.67,
1850200623, 091606, 035428,    6.1,   4.84,
1850200622, 091606, 035301,   15.4,  11.13,
1850200620, 091606, 035043,   25.9,   1.38,
1850200619, 091606, 034930,   35.7,   3.21,
1850200618, 091606, 034920,   35.7,  11.32,
1850200615, 091606, 034800,   45.6,   7.23,
1850200614, 091606, 034653,   60.8,   4.91,
1850200611, 091606, 034509,   75.8,   9.12,
1850200609, 091606, 034337,  100.2,   6.42,
1850200607, 091606, 034200,  125.4,   2.39,
1850200605, 091606, 034018,  150.3,   3.77,
1850200603, 091606, 033833,  175.7,   1.32,
1860201523, 102106, 040953,    6.9,   9.66,
1860201522, 102106, 040743,   15.6,   6.48,
1860201520, 102106, 040613,   25.6,   0.71,
1860201519, 102106, 040451,   34.8,   4.83,
1860201518, 102106, 040423,   34.6,   7.77,
1860201515, 102106, 040223,   46.2,  33.92,
1860201514, 102106, 040023,   60.8,  13.31,
1860201511, 102106, 035603,   75.2,  12.13,
1860201509, 102106, 035343,  100.9,  17.90,
1860201507, 102106, 035148,  126.2,   0.00,
1860201505, 102106, 034928,  148.1,   0.00,
1860201503, 102106, 034723,  174.7,   4.71,
1870200623, 110906, 041437,    6.8,   0.00,
1870200622, 110906, 041235,   13.6,  13.48,
1870200620, 110906, 041057,   25.7,   0.00,
1870200619, 110906, 040941,   36.4,   0.00,
1870200618, 110906, 040931,   36.3,   0.00,
1870200616, 110906, 040820,   45.6,   7.03,
1870200615, 110906, 040642,   60.6,   0.00,
1870200612, 110906, 040507,   74.7,   1.51,
1870200610, 110906, 040323,  100.7,   0.00,
1870200607, 110906, 035937,  124.5,   0.00,
1870200605, 110906, 035726,  149.2,   0.00,
1870200603, 110906, 035527,  175.3,   0.00,
1880200623, 121006, 035713,    7.6,   0.00,
1880200622, 121006, 035554,   17.0,   1.36,
1880200620, 121006, 035338,   25.2,   0.00,
1880200619, 121006, 035232,   34.9,   0.00,
1880200618, 121006, 035226,   35.1,   0.00,
1880200615, 121006, 035054,   45.7,   0.00,
1880200614, 121006, 034946,   59.8,   7.56,
1880200611, 121006, 034828,   75.0,   0.00,
1880200609, 121006, 034653,   98.6,   0.00,
1880200607, 121006, 034522,  124.5,   0.00,
1880200605, 121006, 034352,  149.3,   0.00,
1880200603, 121006, 034208,  176.0,   0.00,
1890200723, 020707, 040949,    5.1,   5.74,
1890200722, 020707, 040750,   15.2,   3.34,
1890200720, 020707, 040620,   25.1,   1.98,
1890200719, 020707, 040457,   34.7,   3.65,
1890200718, 020707, 040448,   34.9,   7.82,
1890200715, 020707, 040320,   44.5,   8.55,
1890200714, 020707, 040130,   59.7,  15.12,
1890200711, 020707, 035920,   74.7,   6.47,
1890200709, 020707, 035708,  100.0,  15.02,
1890200707, 020707, 035421,  123.9,   1.04,
1890200705, 020707, 035220,  149.6,  12.62,
1890200703, 020707, 034949,  181.4,   8.97,
1900200723, 032107, 035436,    5.0,  25.77,
1900200722, 032107, 035233,   14.9,   3.48,
1900200720, 032107, 035103,   24.5,   0.00,
1900200719, 032107, 034953,   34.5,   6.60,
1900200718, 032107, 034942,   34.5,   5.50,
1900200715, 032107, 034806,   45.0,   8.44,
1900200714, 032107, 034656,   60.2,   3.94,
1900200711, 032107, 034517,   74.8,   9.17,
1900200709, 032107, 034341,   99.9,  14.76,
1900200707, 032107, 034159,  124.2,  14.21,
1900200705, 032107, 034019,  149.4,   6.33,
1900200703, 032107, 033827,  176.3,   0.00,
1910200723, 050507, 050412,    7.1,   6.78,
1910200722, 050507, 050142,   15.1,   5.15,
1910200720, 050507, 050016,   24.3,   0.00,
1910200719, 050507, 045910,   34.4,   0.69,
1910200718, 050507, 045857,   34.2,   5.32,
1910200715, 050507, 045638,   45.0,   2.40,
1910200714, 050507, 045522,   59.7,   9.95,
1910200711, 050507, 045307,   74.6,   8.75,
1910200709, 050507, 045113,  100.2,   3.52,
1910200707, 050507, 044927,  124.9,   6.35,
1910200705, 050507, 044747,  150.4,   0.00,
1910200703, 050507, 044613,  176.3,   2.40,
1920200623, 061007, 055743,    6.4,   5.81,
1920200622, 061007, 055553,   14.8,   0.60,
1920200620, 061007, 055353,   25.5,  19.49,
1920200619, 061007, 055213,   35.4,   0.00,
1920200618, 061007, 055203,   35.4,   8.81,
1920200615, 061007, 054953,   45.8,  20.18,
1920200611, 061007, 054553,   74.9,   4.79,
1920200609, 061007, 054353,  100.4,   4.19,
1920200607, 061007, 054214,  124.5,   0.09,
1920200605, 061007, 054030,  150.7,   5.39,
1920200603, 061007, 053828,  176.0,   0.77,
1930200423, 070807, 041930,    6.3,   4.89,
1930200422, 070807, 041441,   14.9,   0.00,
1930200420, 070807, 041241,   24.9,   1.75,
1930200419, 070807, 041106,   35.5,   0.00,
1930200418, 070807, 041101,   35.5,   5.10,
1930200415, 070807, 040856,   45.8,   1.55,
1930200414, 070807, 040646,   59.8,   3.09,
1930200412, 070807, 040451,   75.5,   2.11,
1930200409, 070807, 040156,  100.1,   2.78,
1930200407, 070807, 035921,  125.1,   0.00,
1930200405, 070807, 035700,  150.0,   0.00,
1930200403, 070807, 035435,  174.9,   0.57,
1940200623, 080407, 040931,    5.6,   0.00,
1940200622, 080407, 040520,   15.8,   1.31,
1940200620, 080407, 040331,   24.7,  16.66,
1940200619, 080407, 040211,   34.9,   2.16,
1940200618, 080407, 040203,   34.9,   9.38,
1940200615, 080407, 035946,   45.8,   0.00,
1940200614, 080407, 035818,   59.7,   0.59,
1940200611, 080407, 035622,   75.1,   4.79,
1940200609, 080407, 035417,  100.8,   0.00,
1940200607, 080407, 035211,  124.9,   0.00,
1940200605, 080407, 035031,  149.6,   0.00,
1940200603, 080407, 034841,  175.5,   1.18,
1950200623, 090307, 040451,    6.9,   0.00,
1950200622, 090307, 040311,   16.6,   0.00,
1950200620, 090307, 040022,   25.6,  11.55,
1950200619, 090307, 035901,   36.5,   0.92,
1950200618, 090307, 035851,   36.5,   0.00,
1950200615, 090307, 035722,   46.2,   5.87,
1950200614, 090307, 035611,   60.9,   5.68,
1950200611, 090307, 035442,   76.4,   0.82,
1950200609, 090307, 035321,  101.6,  10.54,
1950200607, 090307, 035151,  124.7,   4.58,
1950200605, 090307, 035021,  150.9,   0.18,
1950200603, 090307, 034851,  175.3,   2.75,
1960201423, 100407, 040344,    5.4,   1.11,
1960201422, 100407, 040201,   15.1,   0.00,
1960201420, 100407, 040017,   25.6,   0.00,
1960201419, 100407, 035846,   35.1,   0.09,
1960201418, 100407, 035837,   35.1,   0.56,
1960201415, 100407, 035643,   45.1,   0.00,
1960201414, 100407, 035452,   60.5,  13.05,
1960201411, 100407, 035231,   74.8,   0.00,
1960201409, 100407, 035028,  100.2,  14.07,
1960201407, 100407, 034812,  125.4,   9.72,
1960201405, 100407, 034606,  150.0,   0.00,
1960201403, 100407, 034401,  175.4,   0.00,
1970201423, 120307, 050145,    6.6,   9.68,
1970201422, 120307, 045815,   15.5,  13.77,
1970201420, 120307, 045622,   27.0,  16.68,
1970201419, 120307, 045441,   35.2,  24.15,
1970201418, 120307, 045430,   35.0,   5.19,
1970201415, 120307, 045236,   45.1,   3.54,
1970201414, 120307, 045045,   59.8,   2.67,
1970201411, 120307, 044735,   74.6,   6.61,
1970201409, 120307, 044525,  100.5,  16.84,
1970201407, 120307, 044316,  125.9,   9.13,
1970201405, 120307, 044120,  152.5,  19.75,
1970201403, 120307, 043910,  176.0,  18.88,
1980201523, 122207, 040651,    6.7,   0.00,
1980201522, 122207, 040140,   15.6,   1.13,
1980201520, 122207, 040000,   24.3,   0.00,
1980201519, 122207, 035818,   37.4,   0.00,
1980201518, 122207, 035811,   37.4,   1.13,
1980201515, 122207, 035643,   44.6,   0.00,
1980201514, 122207, 035516,   60.3,   7.20,
1980201512, 122207, 035335,   74.2,  22.56,
1980201510, 122207, 035127,  102.4,   7.12,
1980201508, 122207, 034927,  125.7,   0.00,
1980201506, 122207, 034732,  149.6,   4.95,
1980201504, 122207, 034523,  174.2,   0.00,
1990201423, 013108, 035802,    5.8,  42.56,
1990201422, 013108, 035516,   15.7,  15.79,
1990201420, 013108, 035356,   25.0,  19.76,
1990201419, 013108, 035246,   34.5,   9.60,
1990201418, 013108, 035236,   34.5,   2.22,
1990201415, 013108, 035106,   44.3,  14.31,
1990201414, 013108, 034946,   60.1,  19.76,
1990201411, 013108, 034746,   75.7,  11.54,
1990201409, 013108, 034606,  100.9,   2.95,
1990201407, 013108, 034431,  126.3,  20.13,
1990201405, 013108, 034251,  150.3,   0.00,
1990201403, 013108, 034107,  175.9,   0.00,
2000201423, 022508, 040058,    6.5,   1.23,
2000201422, 022508, 035809,   15.5,  15.29,
2000201420, 022508, 035655,   24.3,   3.02,
2000201419, 022508, 035537,   34.2,   8.50,
2000201418, 022508, 035524,   34.7,  10.76,
2000201415, 022508, 035334,   45.2,  10.83,
2000201414, 022508, 035225,   60.4,  19.12,
2000201411, 022508, 035055,   74.9,  29.41,
2000201409, 022508, 034920,  101.6,   8.50,
2000201407, 022508, 034750,  124.5,   0.75,
2000201405, 022508, 034620,  150.2,   0.00,
2000201403, 022508, 034445,  175.9,   8.64,
